Movie,Director,Running time,Actor 1,Actor 2,Actor 3,Genre,Budget,Box Office,Actors Box Office %,Director Box Office %,Earnings,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,Release year,IMDb score
Desert Dancer,Richard Raymond,104,Tom Cullen,Reece Ritchie,Marama Corlett,Biography,4000000,8400000,33.33,100.0,4400000,0,0,2014,6.0
Desperado,Robert Rodriguez,104,Quentin Tarantino,Steve Buscemi,Salma Hayek,Action,7000000,25000000,91.67,72.72,18000000,0,0,1995,7.2
Detention,Joseph Kahn,93,Josh Hutcherson,Shanley Caswell,Parker Bagley,Comedy,10000000,530000,33.33,0.0,-9470000,0,0,2011,5.8
Detroit Rock City,Adam Rifkin,95,Natasha Lyonne,Lin Shaye,Shannon Tweed,Comedy,15000000,6000000,44.0,50.0,-9000000,0,0,1999,6.8
Deuce Bigalow: European Gigolo,Mike Bigelow,83,Carlos Ponce,Eddie Griffin,Charles Keating,Comedy,22000000,22300000,36.66,0.0,300000,0,0,2005,4.6
Deuce Bigalow: Male Gigolo,Mike Mitchell,88,Amy Poehler,Eddie Griffin,Bree Turner,Comedy,17000000,68000000,86.66,100.0,51000000,0,0,1999,5.7
Deuces Wild,Scott Kalvert,96,Norman Reedus,James Franco,Frankie Muniz,Action,10000000,6000000,38.88,0.0,-4000000,0,0,2002,5.6
Devil,John Erick Dowdle,80,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend,Horror,10000000,63000000,88.89,100.0,53000000,0,0,2010,6.3
Devil's Due,Matt Bettinelli-Olpin,89,Zach Gilford,Allison Miller,Vanessa Ray,Horror,7000000,36000000,83.33,100.0,29000000,0,0,2014,4.0
Diamonds Are Forever,Guy Hamilton,120,Desmond Llewelyn,Lois Maxwell,Jill St. John,Action,7200000,116000000,100.0,80.0,108800000,1,0,1971,6.7
Diary of a Mad Black Woman,Darren Grant,116,Cicely Tyson,Kimberly Elise,Tamara Taylor,Comedy,5500000,50000000,72.22,100.0,44500000,0,0,2005,5.6
Diary of a Wimpy Kid,Thor Freudenthal,94,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,Comedy,15000000,75000000,83.33,100.0,60000000,0,0,2010,6.2
Diary of a Wimpy Kid: Dog Days,David Bowers,94,Zachary Gordon,Rachael Harris,Karan Brar,Comedy,22000000,77000000,66.67,50.0,55000000,0,0,2012,6.4
Diary of a Wimpy Kid: Rodrick Rules,David Bowers,99,Zachary Gordon,Rachael Harris,Fran Kranz,Comedy,21000000,72000000,83.33,50.0,51000000,0,0,2011,6.6
Diary of the Dead,George A. Romero,95,Megan Park,Shawn Roberts,Joe Dinicol,Horror,2000000,5000000,83.33,100.0,3000000,0,0,2007,5.7
Dickie Roberts: Former Child Star,Sam Weisman,98,Kevin Grevioux,Jenna Boyd,Mary McCormack,Comedy,17000000,23000000,38.88,25.0,6000000,0,0,2003,5.6
Die Hard,John McTiernan,131,Alan Rickman,Bruce Willis,Reginald VelJohnson,Action,28000000,140000000,77.00,40.0,112000000,6,2,1988,8.2
Digimon: The Movie,Mamoru Hosoda,82,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,Action,5000000,16000000,100.0,100.0,11000000,0,0,2000,5.9
Dirty Grandpa,Dan Mazer,109,Robert De Niro,Zoey Deutch,Jason Mantzoukas,Comedy,11500000,94000000,56.66,100.0,82500000,0,0,2016,6.0
Dirty Pretty Things,Stephen Frears,97,Sophie Okonedo,Benedict Wong,Sergi López,Crime,10000000,13000000,55.55,54.54,3000000,1,0,2002,7.4
Disaster Movie,Jason Friedberg,88,Carmen Electra,Tony Cox,Ike Barinholtz,Comedy,25000000,34500000,38.88,50.0,9500000,0,0,2008,1.9
District B13,Pierre Morel,84,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,Action,12000000,8000000,33.33,25.0,-4000000,0,0,2004,7.2
Disturbia,D.J. Caruso,105,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,Drama,20000000,118000000,88.89,80.0,98000000,0,0,2007,6.9
Disturbing Behavior,David Nutter,84,Bruce Greenwood,Ethan Embry,Katharine Isabelle,Horror,15000000,17000000,33.33,0.0,2000000,0,0,1998,5.5
Divine Secrets of the Ya-Ya Sisterhood,Callie Khouri,116,Ellen Burstyn,Fionnula Flanagan,Matthew Settle,Drama,27000000,73000000,83.33,50.0,46000000,0,0,2002,6.0
Do the Right Thing,Spike Lee,120,Ruby Dee,John Savage,Danny Aiello,Drama,6500000,37000000,33.33,50.0,30500000,2,0,1989,7.9
Do You Believe?,Jon Gunn,120,Alexa PenaVega,Delroy Lindo,Madison Pettis,Drama,2300000,46000000,66.67,66.67,43700000,0,0,2015,5.9
DOA: Dead or Alive,Corey Yuen,87,Steve Howey,Holly Valance,Sarah Carter,Action,21000000,7500000,33.33,0.0,-13500000,0,0,2006,4.8
Doctor Zhivago,David Lean,200,Julie Christie,Klaus Kinski,Geraldine Chaplin,Drama,11000000,111000000,61.0,75.0,100000000,11,7,1965,8.0
Dodgeball: A True Underdog Story,Rawson Marshall Thurber,92,Gary Cole,Stephen Root,Joel David Moore,Comedy,20000000,168000000,80.95,100.0,148000000,0,0,2004,6.7
Dogma,Kevin Smith,130,Matt Damon,Janeane Garofalo,George Carlin,Adventure,10000000,44000000,88.89,41.66,34000000,0,0,1999,7.4
Don Jon,Joseph Gordon-Levitt,90,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza,Comedy,3000000,41000000,100.0,100.0,38000000,0,0,2013,6.6
Don Juan DeMarco,Jeremy Leven,97,Johnny Depp,Marlon Brando,Faye Dunaway,Comedy,25000000,40000000,32.25,0.0,15000000,1,0,1994,6.8
Donkey Punch,Oliver Blackburn,99,Julian Morris,Nichola Burley,Tom Burke,Crime,900000,1200000,11.11,0.0,300000,0,0,2008,5.2
Donnie Darko,Richard Kelly,133,Jake Gyllenhaal,Mary McDonnell,James Duval,Sci-Fi,4500000,7300000,23.33,0.0,2800000,0,0,2001,8.1
Donovan's Reef,John Ford,109,Lee Marvin,Cesar Romero,Jack Warden,Adventure,2686585,6000000,55.55,100.0,3313415,0,0,1963,6.9
Doogal,Dave Borthwick,77,Jimmy Fallon,Kylie Minogue,Jon Stewart,Animation,20000000,27000000,50.0,0.0,7000000,0,0,2006,2.8
Dope,Rick Famuyiwa,103,Kimberly Elise,Rick Fox,Kiersey Clemons,Comedy,7000000,18000000,83.33,75.0,11000000,0,0,2015,7.3
Double Impact,Sheldon Lettich,110,Bolo Yeung,Alonna Shaw,Kamel Krifa,Action,15000000,30000000,100.0,50.0,15000000,0,0,1991,5.5
Double Take,George Gallo,88,Daniel Roebuck,Eddie Griffin,Garcelle Beauvais,Action,24000000,80000000,70.0,100.0,56000000,0,0,2001,5.3
Doubt,John Patrick Shanley,104,Philip Seymour Hoffman,Meryl Streep,Carrie Preston,Drama,20000000,51000000,37.77,100.0,31000000,6,0,2008,7.5
Doug's 1st Movie,Maurice Joyce,77,Frank Welker,Constance Shulman,Alice Playten,Animation,5000000,19000000,80.0,100.0,14000000,0,0,1999,5.0
Down in the Valley,David Jacobson,108,Hunter Parrish,Bruce Dern,Rory Culkin,Drama,8000000,7900000,16.67,0.0,-100000,0,0,2005,6.5
Down to You,Kris Isacsson,91,Rosario Dawson,Lauren German,Shawn Hatosy,Comedy,9000000,24000000,44.0,100.0,15000000,0,0,2000,4.9
Downfall,Oliver Hirschbiegel,178,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,Biography,13500000,92000000,72.22,50.0,78500000,5,1,2004,8.3
Dr. No,Terence Young,110,Ursula Andress,Jack Lord,Lois Maxwell,Action,1100000,59000000,100.0,75.0,57900000,0,0,1962,7.3
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,95,George C. Scott,Slim Pickens,Keenan Wynn,Comedy,1800000,9000000,66.67,100.0,7200000,4,0,1964,8.5
Dracula 2000,Patrick Lussier,99,Gerard Butler,Danny Masterson,Jeri Ryan,Action,28000000,47000000,33.33,25.0,19000000,0,0,2000,4.9
Dracula: Pages from a Virgin's Diary,Guy Maddin,73,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale,Comedy,1600000,250000,0.0,0.0,-1350000,0,0,2002,7.0
Draft Day,Ivan Reitman,110,Jennifer Garner,Chi McBride,Patrick St. Esprit,Drama,25000000,29000000,50.0,87.5,4000000,0,0,2014,6.8
Dragon Hunters,Guillaume Ivernel,80,Rob Paulsen,Jess Harnell,Mary Mouser,Animation,11000000,1200000,33.33,0.0,-9800000,0,0,2008,6.6
Dragonslayer,Matthew Robbins,108,Ian McDiarmid,Ralph Richardson,Albert Salmi,Action,18000000,14000000,33.33,0.0,-4000000,1,0,1981,6.7
Dressed to Kill,Brian De Palma,104,Angie Dickinson,David Margulies,Nancy Allen,Mystery,6500000,31000000,66.67,50.0,24500000,0,0,1980,7.1
Drive Hard,Brian Trenchard-Smith,92,Zoe Ventoura,Damien Garvey,Christopher Sommers,Action,12000000,4000000,16.67,0.0,-8000000,0,0,2014,4.3
Drive Me Crazy,John Schultz,91,Stephen Collins,Mark Webber,Keri Lynn Pratt,Comedy,8000000,22000000,66.67,66.67,14000000,0,0,1999,5.7
Drive,Nicolas Winding Refn,100,Ryan Gosling,Albert Brooks,Russ Tamblyn,Crime,15000000,78000000,73.80,66.67,63000000,4,,2011,7.8
Driving Miss Daisy,Bruce Beresford,99,Morgan Freeman,Jessica Tandy,Patti LuPone,Comedy,7500000,145000000,100.0,66.67,137500000,10,6,1989,7.4
Drop Dead Gorgeous,Michael Patrick Jann,97,Kirsten Dunst,Kirstie Alley,Ellen Barkin,Comedy,10000000,1000000,48.25,0.0,-9000000,0,0,1999,6.5
Drowning Mona,Nick Gomez,96,Will Ferrell,Jamie Lee Curtis,Tracey Walter,Comedy,16000000,16000000,44.0,0.0,0,0,0,2000,5.6
Drumline,Charles Stone III,118,Leonard Roberts,Nick Cannon,Jason Weaver,Comedy,20000000,57000000,83.33,50.0,37000000,2,0,2002,5.7
Dude Where's My Car?,Danny Leiner,83,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,Comedy,13000000,73000000,50.0,100.0,60000000,0,0,2000,5.5
Dudley Do-Right,Hugh Wilson,77,Brendan Fraser,Alex Rocco,Eric Idle,Comedy,22000000,10000000,48.88,50.0,-12000000,0,0,1999,3.8
Duel in the Sun,King Vidor,144,Joseph Cotten,Lillian Gish,Jennifer Jones,Drama,8000000,7000000,22.22,50.0,-1000000,2,0,1946,6.9
Duets,Bruce Paltrow,112,Lochlyn Munro,Marian Seldes,Huey Lewis,Comedy,15000000,3900000,16.67,0.0,-11100000,0,0,2000,6.0
Duma,Carroll Ballard,100,Eamonn Walker,Hope Davis,Campbell Scott,Adventure,12000000,1200000,55.55,50.0,-10800000,0,0,2005,7.3
Dumb & Dumber,Peter Farrelly,113,Lauren Holly,Mike Starr,Teri Garr,Comedy,16000000,247000000,33.33,100.0,231000000,1,0,1994,7.3
Dying of the Light,Paul Schrader,94,Nicolas Cage,IrÃ¨ne Jacob,Tomiwa Edun,Thriller,5000000,200000,33.33,0.0,-4800000,0,0,2014,4.4
Dylan Dog: Dead of Night,Kevin Munroe,107,Marco St. John,Laura Spencer,Anita Briem,Action,20000000,1200000,16.67,50.0,-18800000,0,0,2010,5.1
DysFunktional Family,George Gallo,89,Eddie Griffin,Joe Howard,Robert Noble,Comedy,3000000,6400000,86.66,100.0,3400000,0,0,2003,6.6
E.T. the Extra-Terrestrial,Steven Spielberg,120,Henry Thomas,Dee Wallace,Peter Coyote,Adventure,10500000,793000000,50.0,84.60,782500000,15,9,1982,7.9
Earth to Echo,Dave Green,91,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,Adventure,13000000,45000000,100.0,50.0,32000000,0,0,2014,5.8
East Is East,Damien O'Donnell,96,Archie Panjabi,Jimi Mistry,Om Puri,Comedy,1900000,30000000,83.33,100.0,28100000,4,2,1999,6.9
Echo Dr.,Patrick Ryan Sims,81,Claire Gordon-Harper,Hugh Mun,Johnathan Hurley,Action,100000,2000000,100.0,100.0,1900000,0,0,2013,3.6
Ed and His Dead Mother,Jonathan Wacks,93,Steve Buscemi,Gary Farmer,Jon Gries,Comedy,1800000,1200000,64.44,0.0,-600000,0,0,1993,6.1
Ed Wood,Tim Burton,127,Johnny Depp,Bill Murray,Martin Landau,Biography,18000000,5920000,18.91,66.67,-12080000,3,2,1994,7.9
Eddie the Eagle,Dexter Fletcher,106,Hugh Jackman,Taron Egerton,Tim McInnerny,Biography,23000000,46000000,100.0,100.0,23000000,0,0,2016,7.5
Eddie the Eagle,Dexter Fletcher,106,Hugh Jackman,Taron Egerton,Tim McInnerny,Biography,23000000,46000000,100.0,100.0,23000000,0,0,2016,7.5
Eight Legged Freaks,Ellory Elkayem,99,Scarlett Johansson,Doug E. Doug,Riley Smith,Action,30000000,45000000,33.33,0.0,15000000,0,0,2002,5.4
El crimen del padre Amaro,Carlos Carrera,118,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,Drama,1800000,27300000,66.67,100.0,25500000,1,0,2002,6.8
Elite Squad,José Padilha,115,Wagner Moura,Fernanda Machado,André Ramiro,Action,4000000,1490000,0.0,66.67,-2510000,0,0,2007,8.1
Elizabeth,Shekhar Kapur,124,Fanny Ardant,John Gielgud,Eric Cantona,Biography,25000000,82000000,86.66,33.33,57000000,8,1,1998,7.5
Elmer Gantry,Richard Brooks,146,Shirley Jones,Jean Simmons,Edward Andrews,Drama,3000000,27000000,88.89,100.0,24000000,0,0,1960,7.9
Elsa & Fred,Michael Radford,97,Chris Noth,Jared Gilman,James Brolin,Comedy,10000000,5100000,11.11,0.0,-4900000,0,0,2014,6.5
Employee of the Month,Greg Coolidge,103,Dane Cook,Danny Woodburn,Jessica Simpson,Comedy,12000000,38000000,77.00,100.0,26000000,0,0,2006,5.5
End of the Spear,Jim Hanon,108,Chase Ellison,Chad Allen,Jack Guzman,Adventure,10000000,12000000,0.0,0.0,2000000,0,0,2005,7.0
End of Watch,David Ayer,109,Jake Gyllenhaal,Anna Kendrick,America Ferrera,Crime,7000000,55000000,73.33,71.42,48000000,0,0,2012,7.7
Endless Love,Shana Feste,104,Alex Pettyfer,Bruce Greenwood,Rhys Wakefield,Drama,20000000,23000000,66.67,0.0,3000000,0,0,2014,6.3
Enough Said,Nicole Holofcener,93,Christopher Nicholas Smith,Ben Falcone,Michaela Watkins,Comedy,8000000,25000000,100.0,75.0,17000000,1,0,2013,7.1
Enter the Void,Gaspar Noé,161,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,Drama,13000000,1200000,50.0,0.0,-11800000,0,0,2009,7.3
Epic Movie,Jason Friedberg,93,David Carradine,Carmen Electra,Fred Willard,Adventure,20000000,86700000,22.22,50.0,66700000,0,0,2007,2.3
Equilibrium,Kurt Wimmer,107,Christian Bale,Emily Watson,Sean Pertwee,Action,20000000,5400000,50.0,0.0,-14600000,0,0,2002,7.5
Eraserhead,David Lynch,89,Hal Landon Jr.,Jack Nance,Charlotte Stewart,Horror,20000,7000000,66.67,60.0,6980000,0,0,1977,7.4
Ernest & Celestine,Stéphane Aubier,80,Mackenzie Foy,Megan Mullally,Lambert Wilson,Animation,9600000,9000000,16.67,0.0,-600000,1,0,2012,7.9
Escape from Alcatraz,Don Siegel,112,Clint Eastwood,Patrick McGoohan,Fred Ward,Biography,8000000,43000000,76.66,100.0,35000000,0,0,1979,7.6
Escape from New York,John Carpenter,106,Donald Pleasence,Adrienne Barbeau,Tom Atkins,Sci-Fi,6000000,25000000,100.0,53.84,19000000,0,0,1981,7.2
Escape from the Planet of the Apes,Don Taylor,98,Roddy McDowall,M. Emmet Walsh,Sal Mineo,Sci-Fi,2500000,12000000,66.67,100.0,9500000,0,0,1971,6.3
Eternal Sunshine of the Spotless Mind,Michel Gondry,108,Kate Winslet,Kirsten Dunst,Tom Wilkinson,Drama,20000000,72000000,53.80,50.0,52000000,17,5,2004,8.3
Eulogy,Michael Clancy,85,Zooey Deschanel,Rip Torn,Kelly Preston,Comedy,6500000,49000000,75.0,100.0,42500000,11,6,2004,6.7
EuroTrip,Jeff Schaffer,93,Matt Damon,Scott Mechlowicz,Jacob Pitts,Comedy,25000000,2000000,50.0,0.0,-23000000,0,0,2004,6.6
Everybody's Fine,Kirk Jones,99,Robert De Niro,James Frain,Brendan Sexton III,Adventure,21000000,16000000,40.0,80.0,-5000000,0,0,2009,7.2
Everything Must Go,Dan Rush,97,Will Ferrell,Scott Takeda,Stephen Root,Comedy,5000000,3000000,47.62,0.0,-2000000,0,0,2010,6.4
Eve's Bayou,Kasi Lemmons,109,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,Drama,6000000,15000000,61.0,50.0,9000000,0,0,1997,7.3
Evil Dead II,Sam Raimi,37,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,Comedy,3600000,6000000,33.33,61.5,2400000,0,0,1987,7.8
Exorcist II: The Heretic,John Boorman,118,Linda Blair,Richard Burton,Ned Beatty,Horror,14000000,39000000,88.89,66.67,25000000,1,0,1977,3.7
Extract,Mike Judge,92,J.K. Simmons,Mila Kunis,Clifton Collins Jr.,Comedy,8000000,10000000,49.28,33.33,2000000,0,0,2009,6.2
Eye for an Eye,John Schlesinger,101,Joe Mantegna,Beverly D'Angelo,Philip Baker Hall,Crime,20000000,27000000,61.66,33.33,7000000,0,0,1996,6.1
Eye of the Dolphin,Michael D. Sellers,100,Katharine Ross,Carly Schroeder,George Harris,Comedy,2500000,1000000,16.67,0.0,-1500000,0,0,2006,5.7
F.I.S.T.,Norman Jewison,145,Sylvester Stallone,Peter Boyle,Rod Steiger,Drama,11000000,20000000,77.00,20.0,9000000,0,0,1978,6.4
Factory Girl,George Hickenlooper,99,Hayden Christensen,Jimmy Fallon,Beth Grant,Biography,7000000,1700000,58.33,0.0,-5300000,0,0,2006,6.4
Fahrenheit 9/11,Michael Moore,122,Osama bin Laden,Stevie Wonder,Ricky Martin,Documentary,6000000,220000000,100.0,100.0,214000000,1,0,2004,7.5
Faith Connections,Pan Nalin,115,Bhole Baba,Pant Shirt Baba,Shriman Umeshanad Brahmachari,Documentary,550000,600000,0.0,0.0,50000,0,0,2013,7.0
Faith Like Potatoes,Regardt van den Bergh,116,Sean Cameron Michael,Frank Rautenbach,Jeanne Neilson,Drama,10000000,3000000,0.0,0.0,-7000000,0,0,2006,6.9
Faithful,Paul Mazursky,91,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,Comedy,13000000,2000000,14.28,0.0,-11000000,0,0,1996,5.9
Fame,Kevin Tancharoen,123,Kelsey Grammer,Kay Panabaker,Megan Mullally,Comedy,18000000,18000000,33.33,0.0,0,0,0,2009,5.0
Fantasia,James Algar,120,Leopold Stokowski,Deems Taylor,,Animation,2280000,83500000,66.67,50.0,81220000,2,0,1940,7.8
Far from Heaven,Todd Haynes,107,Dennis Quaid,Celia Weston,Michael Gaston,Drama,13500000,15800000,33.33,0.0,2300000,9,1,2002,7.4
Far from Men,David Oelhoffen,101,Viggo Mortensen,Reda Kateb,Ãngela Molina,Drama,7700000,3100000,19.0,0.0,-4600000,0,0,2014,7.3
Faster,George Tillman Jr.,98,Dwayne Johnson,Tom Berenger,Mike Epps,Action,24000000,35000000,83.33,25.0,11000000,0,0,2010,6.5
Fat Sick & Nearly Dead,Joe Cross,97,Joe Cross,Joel Fuhrman,Amy Badberg,Documentary,2500000,1200000,0.0,0.0,-1300000,0,0,2010,7.6
Fatal Attraction,Adrian Lyne,119,Fred Gwynne,Lois Smith,Anne Archer,Drama,14000000,320000000,44.0,75.0,306000000,0,0,1987,6.9
Fear and Loathing in Las Vegas,Terry Gilliam,118,Johnny Depp,Michael Jeter,Ellen Barkin,Adventure,18500000,10600000,54.47,42.85,-7900000,0,0,1998,7.7
Fear Clinic,Robert Hall,95,Angelina Armani,Kevin Gage,Fiona Dourif,Horror,1000000,21000000,100.0,100.0,20000000,0,0,2015,5.2
Feast,John Gulager,95,Krista Allen,Eric Dane,Henry Rollins,Action,3200000,1000000,16.67,0.0,-2200000,0,0,2005,6.4
Fiddler on the Roof,Norman Jewison,181,Topol,Paul Michael Glaser,Rosalind Harris,Drama,9000000,80000000,100.0,20.0,71000000,10,5,1971,8.0
Fifty Dead Men Walking,Kari Skogland,117,Jim Sturgess,Kevin Zegers,Michael McElhatton,Thriller,6000000,1600000,33.33,0.0,-4400000,0,0,2008,6.9
Fifty Shades of Black,Michael Tiddes,92,Fred Willard,Mike Epps,Russell Peters,Comedy,5000000,13000000,72.22,100.0,8000000,0,0,2016,3.5
Fight Valley,Rob Hawk,90,Kari J. Kramer,Erin O'Brien,Cabrina Collesides,Action,27000000,300000,0.0,0.0,-26700000,0,0,2016,5.0
Final Destination 2,David R. Ellis,90,Sarah Carter,Michael Landes,Keegan Connor Tracy,Horror,26000000,90000000,66.67,33.33,64000000,0,0,2003,6.2
Final Destination 3,James Wong,86,Chelan Simmons,Gina Holden,Crystal Lowe,Horror,25000000,117000000,55.55,50.0,92000000,0,0,2006,5.8
Final Destination,James Wong,98,Daniel Roebuck,Brendan Fehr,Kerr Smith,Horror,23000000,112000000,100.0,50.0,89000000,0,0,2000,6.7
Find Me Guilty,Sidney Lumet,125,Peter Dinklage,Vin Diesel,Alex Rocco,Biography,13000000,2000000,88.89,60.0,-11000000,0,0,2006,7.1
Finding Neverland,Marc Forster,101,Johnny Depp,Kate Winslet,Kelly Macdonald,Biography,25000000,116000000,68.92,71.42,91000000,11,2,2004,7.8
Firefox,Clint Eastwood,136,Clint Eastwood,Warren Clarke,Kenneth Colley,Action,21000000,46000000,93.33,75.0,25000000,0,0,1982,5.9
Firestarter,Mark L. Lester,114,Heather Locklear,George C. Scott,David Keith,Action,15000000,17000000,11.11,75.0,2000000,0,0,1984,6.0
First Blood,Ted Kotcheff,93,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Action,14000000,125000000,94.44,100.0,111000000,0,0,1982,7.7
First Love Last Rites,Jesse Peretz,94,Robert John Burke,Eli Marienthal,Natasha Gregson Wagner,Drama,300000,300000,16.67,0.0,0,0,0,1997,5.5
Fiza,Khalid Mohamed,167,Karisma Kapoor,Manoj Bajpayee,Jaya Bhaduri,Drama,1000000,26300000,100.0,100.0,25300000,0,0,2000,6.2
Flash Gordon,Mike Hodges,111,Brian Blessed,William Hootkins,Sam J. Jones,Action,20000000,27000000,55.55,0.0,7000000,0,0,1980,6.4
Flash of Genius,Marc Abraham,119,Dylan Authors,Bill Lake,Victoria Learn,Biography,20000000,4200000,0.0,0.0,-15800000,0,0,2008,7.0
Flashdance,Adrian Lyne,95,Michael Nouri,Cynthia Rhodes,Lee Ving,Drama,4000000,92000000,66.67,75.0,88000000,0,0,1983,6.1
Flatliners,Joel Schumacher,115,Julia Roberts,Oliver Platt,Hope Davis,Thriller,26000000,61000000,44.0,66.67,35000000,1,0,1990,6.6
Flawless,Joel Schumacher,112,Robert De Niro,Philip Seymour Hoffman,Chris Bauer,Comedy,15000000,4300000,50.0,66.67,-10700000,1,0,1999,6.4
Fled,Kevin Hooks,105,Salma Hayek,Stephen Baldwin,Will Patton,Action,25000000,17000000,88.89,0.0,-8000000,0,0,1996,5.3
Flicka,Michael Mayer,95,Alison Lohman,Danny Pino,Tim McGraw,Adventure,15000000,21000000,0.0,0.0,6000000,0,0,2006,6.2
Flipped,Rob Reiner,90,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,Comedy,14000000,41000000,33.33,45.45,27000000,0,0,2010,7.7
Flirting with Disaster,David O. Russell,92,Lily Tomlin,Mary Tyler Moore,David Patrick Kelly,Comedy,7000000,14000000,88.89,62.5,7000000,0,0,1996,6.8
Florence Foster Jenkins,Stephen Frears,110,Meryl Streep,Nina Arianda,John Sessions,Biography,29000000,44000000,33.33,54.54,15000000,6,0,2016,7.1
Food Chains,Sanjay Rawal,83,Alma Martinez,Robert Kennedy Jr.,Eve Ensler,Documentary,913000,3000000,100.0,100.0,2087000,0,0,2014,7.1
Foolish,Dave Meyers,84,Eddie Griffin,Clifton Powell,Marla Gibbs,Comedy,2000000,6000000,86.66,100.0,4000000,0,0,1999,4.3
Footloose,Herbert Ross,107,Dianne Wiest,Chris Penn,Lori Singer,Drama,8200000,80000000,41.67,100.0,71800000,3,0,1984,6.5
For a Good Time Call...,Jamie Travis,88,James Wolk,Ari Graynor,Nia Vardalos,Comedy,850000,14600000,61.0,100.0,13750000,0,0,2012,6.0
For Greater Glory: The True Story of Cristiada,Dean Wright,145,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,Drama,10818775,10000000,16.67,0.0,-818775,0,0,2012,6.6
For Your Consideration,Christopher Guest,86,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,Comedy,12000000,5200000,33.33,33.33,-6800000,0,0,2006,6.3
For Your Eyes Only,John Glen,127,Julian Glover,Topol,Desmond Llewelyn,Action,28000000,195000000,83.33,100.0,167000000,1,0,1981,6.8
Force 10 from Navarone,Guy Hamilton,126,Harrison Ford,Carl Weathers,Franco Nero,Action,5000000,7000000,77.00,80.0,2000000,1,0,1978,6.3
Formula 51,Ronny Yu,93,Meat Loaf,Junix Inocian,Paul Barber,Action,28000000,14000000,0.0,50.0,-14000000,0,0,2001,6.3
Fortress,Stuart Gordon,95,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,Action,8000000,48000000,77.00,100.0,40000000,0,0,1992,5.9
Four Weddings and a Funeral,Mike Newell,117,Kristin Scott Thomas,James Fleet,Simon Callow,Comedy,4500000,245000000,66.67,42.85,240500000,6,3,1994,7.1
Frat Party,Robert Bennett,90,Randy Wayne,Lauren C. Mayhew,Alicia Ziegler,Comedy,1000000,2000000,100.0,100.0,1000000,0,0,2009,2.8
Freakonomics,Heidi Ewing,93,Greg Crowe,James Ransone,Tempestt Bledsoe,Documentary,3000000,2000000,33.33,0.0,-1000000,0,0,2010,6.4
Freaky Deaky,Charles Matthau,90,Billy Burke,Michael Jai White,Bill Duke,Comedy,6000000,6500000,22.22,0.0,500000,0,0,2012,6.5
Freaky Friday,Mark Waters,97,Jamie Lee Curtis,Julie Gonzalo,Willie Garson,Comedy,26000000,110000000,66.67,50.0,84000000,0,0,2003,6.1
Freddy Got Fingered,Tom Green,87,Rip Torn,Harland Williams,Eddie Kaye Thomas,Comedy,15000000,14000000,83.33,0.0,-1000000,0,0,2001,4.5
Freddy vs. Jason,Ronny Yu,97,Katharine Isabelle,Jason Ritter,Zack Ward,Action,30000000,116000000,55.55,50.0,86000000,0,0,2003,5.8
Freddy's Dead: The Final Nightmare,Rachel Talalay,93,Johnny Depp,Tom Arnold,Yaphet Kotto,Comedy,8500000,34000000,68.92,50.0,25500000,0,0,1991,4.9
Freedom Writers,Richard LaGravenese,123,Hunter Parrish,Scott Glenn,Imelda Staunton,Biography,21000000,41000000,19.44,25.0,20000000,1,0,2007,7.5
