Name,Price,Producer,MPN,EAN,UPC,Supported Sockets,Height,TDP,80mm Fans,92mm Fans,120mm Fans,140mm Fans,200mm Fans,Additional Fan Support,Product Page
Raijintek Orcus RGB,,RAIJINTEK,0R100069,4715109921342,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM2, FM2+",0 mm,,0,0,2,0,0,False,
Raijintek Orcus RGB Rainbow,,RAIJINTEK,0R10B00091,4715109922165,849939002163,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4",0 mm,,0,0,0,2,0,False,
Raijintek Orcus RGB Rainbow,,RAIJINTEK,0R10B00105,4715109922233,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM2, FM2+",0 mm,,0,0,2,0,0,False,
Raijintek Orcus RGB Rainbow,,RAIJINTEK,0R10B00103,4715109922219,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,3,0,0,False,
Raijintek Orcus RGB Rainbow,,RAIJINTEK,0R10B00102,4715109922202,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,1,0,0,False,
Raijintek Orcus RGB Rainbow,,RAIJINTEK,0R10B00090,4715109922158,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4",0 mm,,0,0,0,1,0,False,
Raijintek Pallas 120 - 120mm,,RAIJINTEK,0R10B00095,4715109922264,849939002262,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4",68 mm,,0,0,0,0,0,False,
"Raijintek Pallas 120 RGB , PWM - 120mm",,RAIJINTEK,0R10B00121,4715109922486,849939002484,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",68 mm,,0,0,0,0,0,False,
"Raijintek Pallas Heatpipe , PWM - 140mm",,RAIJINTEK,0R100004,4715109920277,849939000275,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",68 mm,,0,0,0,0,0,False,
"Raijintek Rhea Heatpipe , PWM - 92mm",,RAIJINTEK,0R100005,4715109920284,849939000282,"1150, 1151, 1155, 1156",118 mm,,0,0,0,0,0,False,
"Raijintek Themis Black, Heatpipe , PWM - 120mm",$27.2 USD,RAIJINTEK,0R100010,4715109920369,849939000367,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",157 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00QMZIUFY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Raijintek Themis Evo Heatpipe , PWM - 120mm",$40.17 USD,RAIJINTEK,0P105245,4715109920017,849939000015,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",165 mm,,0,0,0,0,0,False,https://www.amazon.ca/RAIJINTEK-AIDOS-Cooler-Intel-Socket/dp/B00QMZIPWC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00QMZIPWC
"Raijintek Themis Heatpipe , PWM - 120mm",,RAIJINTEK,0P105255,4715109920048,849939000046,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",157 mm,,0,0,0,0,0,False,
Raijintek Tisis CORE Heatpipe,,RAIJINTEK,0R100017,4715109920475,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+","166,5 mm",,0,0,0,0,0,True,
"RAIJINTEK Tisis Heatpipe , PWM - 140mm",,RAIJINTEK,0R100001,4715109920055,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",166.5 mm,,0,0,0,0,0,False,
"Raijintek Zelos Heatpipe , PWM - 90mm",$16.6 USD,RAIJINTEK,0R100003,4715109920260,849939000268,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, FM1, FM2, FM2+",44 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00QMZINZQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Sapphire Nitro+ S240-A , ARGB, black - 240 mm",,SAPPHIRE,4N005-01-20G,4895106292017,,"1700, 1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4",0 mm,,0,0,2,0,0,False,
"Sapphire Nitro+ S360-A , ARGB, black - 360 mm",,SAPPHIRE,4N005-02-20G,4895106292024,,"1700, 1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4",0 mm,,0,0,3,0,0,False,
Sapphire Vapor-X - 120 mm,,SAPPHIRE,4N000-01-40G,4895106264397,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+","163,5 mm",,0,0,2,0,0,False,
Scythe Byakko - 92mm,$54.81 USD,Scythe,SCBYK-1000,4571225055855,812623020767,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,0,0,True,https://www.amazon.ca/Scythe-Byakko-Cooler-Intel-Cooling/dp/B06Y2L6KBX?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y2L6KBX
Scythe Choten - 120mm,,Scythe,SCCT-1000,4571225056524,,"775, 115x, 1200, 1366, AM2(+), AM3(+), AM4, FM1, FM2(+)",120 mm,,0,0,0,0,0,False,
Scythe Choten TUF Gaming Alliance,,Scythe,SCCT-1000TUF,4571225057095,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",122 mm,,0,0,0,0,0,False,
Scythe Grand Kama Cross 3,,SCYTHE,Scythe Grand Kama Cross 3 CPU Kühler,4571225055480,,"478, 775, 754, 939, 940, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",147 mm,,0,0,0,0,0,False,
Scythe Iori - 100mm,$36.41 USD,Scythe,SCIOR-1000,4571225054766,894092005100,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",92 mm,,0,0,0,0,0,False,https://www.amazon.ca/Scythe-SCIOR-1000-Cooling-Motherboard/dp/B00JZCHN4U?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00JZCHN4U
Scythe Kabuto 3 Processor Cooler,$43.98 USD,SCYTHE,Scythe Kabuto 3 CPU Cooler,4571225055596,,"775, 1150, 1151, 1155, 1156, 1366, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, AM4",125 mm,,0,0,0,0,0,False,https://www.amazon.ca/Scythe-Kabuto-Cooler-Cooling-SCKBT-3000/dp/B01ER2A6E6?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01ER2A6E6
Scythe Kodati Rev.B - 80mm,,Scythe,SCKDT-1100,4571225055411,,"1150, 1151, 1155, 1156, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",34 mm,,1,0,0,0,0,False,
Scythe Kotetsu,,SCYTHE,Scythe Kotetsu CPU Kühler,4571225054094,,"775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,False,
Scythe Kotetsu Mark II,,Scythe,SCKTT-2000,4571225056418,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",154 mm,,0,0,0,0,0,True,
Scythe Kotetsu Mark II Rev. B,,Scythe,SCKTT-2100,4571225058214,,"2066, 2011-V3, 2011, 1366, 1200, 1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",154 mm,,0,0,0,0,0,False,
Scythe Kotetsu Mark II TUF Gaming Alliance,,Scythe,SCKTT-2000TUF,4571225057071,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",154 mm,,0,0,0,0,0,True,
Scythe Mugen 5 ARGB Plus - 2x 120mm,,Scythe,SCMG-5102AR,4571225057606,,"1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1","157,5 mm",,0,0,0,0,0,False,
Scythe Mugen 5 Black Edition Rev. C,,Scythe,SCMG-5200BE,4571225058863,,"2066, 2011-V3, 1700, 1200, 1150, 1151, 1155, 1156, AM4, AM3, AM2, FM2, FM1","154,5 mm",,0,0,0,0,0,False,
Scythe Mugen 5 Black RGB - 120mm,,Scythe,SCMG-5100BK,4717011055016,,"1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1","154,5 mm",,0,0,0,0,0,True,
"Scythe Mugen 5 Rev. B ""PCGH Edition"" - 2x120mm",,Scythe,SCMG-5200PCGH,4571225058764,,"2066, 2011-V3, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1","154,5 mm",,0,0,0,0,0,False,
Scythe SCBSK-2100 Big Shuriken 2 Rev. B,$61.14 USD,Scythe,SCBSK-2100,4571225049441,812623020057,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",58 mm,,0,0,0,0,0,False,https://www.amazon.ca/Scythe-SCBSK-2100-Shuriken-Cooler-Socket/dp/B0069CQ7BE?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0069CQ7BE
Scythe SCBSK-3000R Big Shuriken 3 RGB - 120mm,,Scythe,SCBSK-3000R,2005000018206,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",69 mm,,0,0,0,0,0,False,
Scythe SCKTN-4000 Katana 4,,Scythe,SCKTN-4000,4571225049816,812623020002,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",143 mm,,0,0,0,0,0,True,
Scythe SCKTN-5000 Katana 5,,Scythe,SCKTN-5000,4571225057033,,"1150, 1151, 1155, 1156, 1366, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",135 mm,,0,0,0,0,0,True,
Scythe SCKZT-1000 Kozuti,,Scythe,SCKZT-1000,4571225048352,812623020033,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",40 mm,,0,0,0,0,0,False,
Scythe SCMG-4000 Mugen 4,,Scythe,SCMG-4000,4571225052748,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,False,
Scythe SCMG-4PCGH Mugen 4 ´´PCGH Edition´´,,Scythe,SCMG-4PCGH,4571225053417,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",156.45 mm,,0,0,2,0,0,False,
Scythe SCMG-5000 Mugen 5,,Scythe,SCMG-5000,4571225055992,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",154.5 mm,,0,0,1,0,0,True,
Scythe SCMG-5100 Mugen 5 Rev.B - 120mm,$52.55 USD,Scythe,SCMG-5100,4571225056357,812623020859,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+","154,5 mm",,0,0,0,0,0,True,https://www.amazon.ca/Scythe-Cooler-Sealed-Precision-SCMG-5100/dp/B01M6CR4GH?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01M6CR4GH
"Scythe SCMG-5100TUF Mugen 5 TUF , RGB, PWM - 120mm",,Scythe,SCMG-5100TUF,4571225057088,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+","154,5 mm",,0,0,0,0,0,True,
"Scythe SCMG-5PCGH Mugen 5 ""PCGH Edition""",,Scythe,SCMG-5PCGH,4571225056203,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+","154,5 mm",,0,0,0,0,0,False,
Scythe SCMGD-1000 Mugen MAX - 140mm,,Scythe,SCMGD-1000,4571225054858,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",161 mm,,0,0,0,0,0,True,
Scythe SCNJ-4000 Ninja 4 - 120mm,,Scythe,SCNJ-4000,4571225055459,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",0 mm,,0,0,0,0,0,True,
Scythe SCNJ-5000 Ninja 5 - 120mm,,Scythe,SCNJ-5000,4571225056517,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",155 mm,,0,0,0,0,0,False,
Scythe SCSK-1100 Shuriken Rev.2,,Scythe,SCSK-1100,4571225043661,812623020026,"1150, 1151, 1155, 1156, 1366, 478, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",64 mm,,0,0,0,0,0,False,
Scythe Shuriken 2 - 92mm,,Scythe,SCSK-2000,4571225057187,,"1200, 1150, 1151, 1155, 1156, 1366, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1",58 mm,,0,0,0,0,0,False,
Scythe Tatsumi für Intel,,SCYTHE,Scythe Tatsumi CPU Kühler für Intel,4571225054872,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, AM4",146 mm,,0,0,0,0,0,False,
SILVERSTONE AR01 120mm Sleeve,$55.77 USD,Silverstone,AR01,844761009960,844761009960,"FM2,FM1,AM3,AM2, 1150,2011,1366,1156,1155,775",159 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00CGYP3FA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
SILVERSTONE AR02 92mm Hypro Bearing,,Silverstone,AR02,844761009977,,"FM2,FM1,AM3,AM2, 1150,2011,1366,1156,1155,775",134 mm,,0,0,0,0,0,False,
SILVERSTONE AR03 120mm Sleeve,$47.29 USD,Silverstone,AR03,844761009984,,"K8 , AM2 , AM2+ , AM3 , 775 , 1150 , 1156 , 1366",159 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00CGYP3DW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
SILVERSTONE AR07 140mm Long life sleeve,$48.61 USD,Silverstone,AR07,844761012601,,"775,1150,1151,1155,1156,1366,2011,2011-V3, AM2,AM3,FM1,FM2",163 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01BVC8J4E?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
SILVERSTONE AR08 140mm Long life sleeve,$35.03 USD,Silverstone,AR08,844761012618,,"775,1150,1151,1155,1156,1366,2011,2011-V3,AM2,AM3,FM1,FM2",134 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01BVC8J1W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
SilverStone AR12-TUF,,Silverstone,SST-AR12-TUF,4710679812502,,"1152, 2066, 2011, 1700, 1366, 1200, 1150,1151,1155,1156, 1150, 1151, 1155, 1156, 775, AM5, AM4, AM3, AM2, FM2, FM1",154 mm,,0,0,0,0,0,False,
SilverStone Argon,,Silverstone,SST-AR12-RGB,4710679814322,,"2066, 2011, 1366, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4, AM3, AM2, FM2, FM1",25 mm,,0,0,0,0,0,False,
SilverStone Argon Series AR04 Low Profile with 80mm Fan for Socket LGA1150/1156/1155,$37.02 USD,Silverstone,AR04,844761010195,,"1150,1151,1155,1156",23 mm,,0,0,0,0,0,False,https://www.amazon.ca/Silverstone-Tek-Profile-Cooler-LGA115X/dp/B00GLM6EWY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00GLM6EWY
"SilverStone Argon Series AR05 Rifle Bearing with 92mm Fan for Socket LGA1155/1156/1150, AM2/AM3/FM1/FM2",$46.42 USD,Silverstone,AR05,844761011369,,"1155,1156,1150, AM2,AM3,FM1,FM2",37 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00N4OBHCE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"SilverStone Argon Series AR06 Rifle Bearing with 92mm Fan for Socket LGA1155/1156/1150, AM2/AM3/FM1/FM2",$65.03 USD,Silverstone,AR06,844761011376,,"1155,1156,1150, AM2,AM3,FM1,FM2",58 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00N4OBH92?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Silverstone Argon SST-AR01 - 120mm,,Silverstone,SST-AR01,4710713969964,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, FM1, FM2, FM2+",159 mm,,0,0,1,0,0,True,
Silverstone Argon SST-AR01-V2 - 120mm,,Silverstone,SST-AR01-V2,4710007224953,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",159 mm,,0,0,0,0,0,True,
Silverstone Argon SST-AR01-V3 - 120mm,,Silverstone,SST-AR01-V3,4710007226520,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2",159 mm,,0,0,0,0,0,True,
Silverstone Argon SST-AR02 - 92mm,,Silverstone,SST-AR02,4710713969971,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, FM1, FM2, FM2+",134 mm,,0,1,0,0,0,True,
Silverstone Argon SST-AR02-V2 - 92mm,,Silverstone,SST-AR02-V2,4710007224977,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",134 mm,,0,0,0,0,0,True,
Silverstone Argon SST-AR03 - 120mm,,Silverstone,SST-AR03,4710713969988,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",159 mm,,0,0,0,0,0,True,
Silverstone Argon SST-AR03-V2 - 120mm,,Silverstone,SST-AR03-V2,4710007224960,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",159 mm,,0,0,0,0,0,False,
Silverstone Argon SST-AR04 (only Thin-Mini-ITX),,Silverstone,SST-AR04,4710007220191,,"1150, 1151, 1155, 1156",23 mm,,0,0,0,0,0,False,
Silverstone Argon SST-AR05 - 92mm,,Silverstone,SST-AR05,4710007221365,,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, FM1, FM2, FM2+","36,7 mm",,0,0,0,0,0,False,
Silverstone Argon SST-AR06 - 92mm,,Silverstone,SST-AR06,4710007221372,,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, FM1, FM2, FM2+",58 mm,,0,0,0,0,0,False,
Silverstone Argon SST-AR11 - 92mm,$39.53 USD,Silverstone,SST-AR11,4710007225820,,"1150, 1151, 1155, 1156",47 mm,,0,0,0,0,0,False,https://www.amazon.ca/SilverStone-Technology-SST-AR11-Cooler-Design/dp/B07CK1RNQ2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CK1RNQ2
SILVERSTONE HE02,,Silverstone,HE02,844761009366,844761009366,"FM2,FM1,AM3,AM2, 1150,2011,1366,1156,1155,775",160 mm,,0,0,0,0,0,False,
Silverstone Hydrogon D120-ARGB,,Silverstone,SST-HYD120-ARGB,4710679812397,,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4, AM3, AM2, FM2, FM1",112 mm,,0,0,0,0,0,True,
"Silverstone IceGem 280 , ARGB - 280 mm",,Silverstone,SST-IG280-ARGB,4710679811208,,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, FM2, FM1, sTRX4, TR4",0 mm,,0,0,0,2,0,False,
"Silverstone Nitrogon NT08-115X-V2 , PWM - 92mm",,Silverstone,SST-NT08-115X-V2,4710007226964,,"1150, 1151, 1155, 1156",48 mm,,0,0,0,0,0,False,
"Silverstone Nitrogon NT09-115X , PWM - 92 mm",,Silverstone,SST-NT09-115X,4710007222812,,"1150, 1151, 1155, 1156",45 mm,,0,0,0,0,0,False,
Silverstone Nitrogon SST-NT07-115X Low Profile,,Silverstone,SST-NT07-115X,4710007220597,,"1150, 1151, 1155, 1156",23 mm,,0,0,0,0,0,False,
SILVERSTONE NT07-115X 80mm,$25.0 USD,Silverstone,NT07-115X,844761010591,844761010591,"1150 , 1155 , 1156",23 mm,,0,0,0,0,0,False,https://www.amazon.ca/Silverstone-Tek-Profile-LGA115X-NT07-115X/dp/B00K8PLRMM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00K8PLRMM
SILVERSTONE NT09-115X 92mm,$24.63 USD,Silverstone,NT09-115X,844761012816,,"1156,1155,1150,1151",45 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01BVC8IVS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Silverstone Permafrost PF240-ARGB V2, - 240 mm",,Silverstone,SST-PF240-ARGB-V2,4710679814766,,"1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3, AM2, FM2, FM1",0 mm,,0,0,2,0,0,False,
"Silverstone Permafrost PF240W-ARGB, V2 , white - 240 mm",,Silverstone,SST-PF240W-ARGB-V2,4710679814780,,"1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3, AM2, FM2, FM1",0 mm,,0,0,2,0,0,False,
"Silverstone Permafrost PF360-ARGB, V2 - 360 mm",,Silverstone,SST-PF360-ARGB-V2,4710679814773,,"1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3, AM2, FM2, FM1",0 mm,,0,0,2,0,0,False,
"Silverstone Permafrost PF360-ARGB, V2 , white - 360 mm",,Silverstone,SST-PF360W-ARGB-V2,4710679814797,,"1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3, AM2, FM2, FM1",0 mm,,0,0,2,0,0,False,
"Silverstone PF360W-ARGB , 360mm - white",,Silverstone,SST-PF360W-ARGB,4710679811321,,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4, AM3, AM2, FM2, FM1",0 mm,,0,0,3,0,0,False,
Silverstone SST-AR01-V2.1 - Argon Processor Kühler - 120mm,,Silverstone,SST-AR01-V2.1,4710007226056,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",159 mm,,0,0,0,0,0,True,
Silverstone SST-AR07 - 140 mm,,Silverstone,SST-AR07,4710007222607,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",163 mm,,0,0,0,0,0,True,
Silverstone SST-AR07-V2 - 140 mm,,Silverstone,SST-AR07-V2,4710007224984,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM3, AM3+, AM4, FM1, FM2, FM2+",163 mm,,0,0,0,0,0,True,
Silverstone SST-AR08 - 92 mm,,Silverstone,SST-AR08,4710007222614,,"1150, 1151, 1155, 1156, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",134 mm,,0,1,0,0,0,True,
Silverstone SST-AR08-V2 - 92 mm,,Silverstone,SST-AR08-V2,4710007224991,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",134 mm,,0,0,0,0,0,True,
Silverstone SST-AR09-115XP - 60 mm,,Silverstone,SST-AR09-115XP,4710007222973,,"1150, 1151, 1155, 1156",66 mm,,0,0,0,0,0,False,
Silverstone SST-AR09-115XS - 60 mm,,Silverstone,SST-AR09-115XS,4710007222980,,"1150, 1151, 1155, 1156",66 mm,,0,0,0,0,0,False,
Silverstone SST-AR09-1700,,Silverstone,SST-AR09-1700,4710679816043,,1700,66 mm,,0,0,0,0,0,False,
SilverStone SST-AR09-AM4 Processor Kühler für 2U Server - AMD AM4,,Silverstone,SST-AR09-AM4,4710679814995,,"AM5, AM4",66 mm,95 W,0,0,0,0,0,False,
Silverstone SST-AR10-115XP - 70 mm,,Silverstone,SST-AR10-115XP,4710007222997,,"1150, 1151, 1155, 1156",79 mm,,0,0,0,0,0,False,
Silverstone SST-AR10-115XS - 70 mm,,Silverstone,SST-AR10-115XS,4710007223000,,"1150, 1151, 1155, 1156",79 mm,,0,0,0,0,0,False,
Silverstone SST-HE01 Heligon,,Silverstone,SST-HE01,4710713969131,844761009137,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,True,
Silverstone SST-HE01-V2 - Heligon Processor Kühler - 140mm,,Silverstone,SST-HE01-V2,4710007225004,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM4, FM1, FM2",161 mm,,0,0,0,0,0,True,
Silverstone SST-HE02-V2 Heligon,,Silverstone,SST-HE02-V2,4710007225011,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,True,
SilverStone SST-HYD120-ARGB-V2,,Silverstone,SST-HYD120-ARGB-V2,4710679815206,,"2066, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, 775, AM4, AM3, AM2, FM2, FM1",112 mm,,0,0,0,0,0,False,
SilverStone SST-HYH90-ARGB - Hydrogon Processor Kühler,,Silverstone,SST-HYH90-ARGB,4710679815091,,"2066, 2011, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",48 mm,,0,0,0,0,0,False,
