Name,Price,Producer,MPN,EAN,UPC,Socket,Chipset,Unlocked,Form Factor,Memory Type,Memory Capacity,RAM Slots,SATA,VGA,DVI,Display Port,HDMI,WiFi,Integrated Graphics,Product Page
Asus TUF B360M-E GAMING,$87.04 USD,Asus,TUF B360M-E GAMING,0889349989951,,1151,B360,False,ATX,DDR4,32 GB,2,6,,1,,1,False,False,https://www.amazon.ca/TUF-B360M-Gaming-LGA1151-Motherboard/dp/B07BSFGVFR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BSFGVFR
ASUS TUF B360M-Plus Gaming,,ASUS,90MB0WN0-M0EAY0,4712900992502,,1151,B360,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
Asus TUF B360M-PLUS GAMING,$93.57 USD,Asus,TUF B360M-PLUS GAMING,0889349992500,889349992500,1151,B360,False,ATX,DDR4,64 GB,4,6,,1,,1,False,False,https://www.amazon.ca/TUF-B360M-PLUS-Gaming-LGA1151-Motherboard/dp/B07BVZXYNR?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BVZXYNR
Asus TUF B450-PLUS GAMING,$107.35 USD,Asus,TUF B450-PLUS GAMING,0192876020425,192876075944,AM4,B450,True,ATX,DDR4,64 GB,4,6,,1,,1,False,False,https://www.amazon.ca/dp/B07FMVJT1H?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"ASUS TUF B450-Plus Gaming, AMD B450",,ASUS,90MB0YM0-M0EAY0,4718017075947,,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
ASUS TUF B450-PLUS II Gaming,,ASUS,90MB1650-M0EAY0,4718017957489,,AM4,B450,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
"ASUS TUF B450-PRO Gaming, AMD B450",,ASUS,90MB10C0-M0EAY0,4718017131995,,AM4,B450,True,ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
"ASUS TUF B450M-Plus Gaming, AMD B450",$86.31 USD,ASUS,90MB0YQ0-M0EAY0,4718017020428,192876020425,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B07FKV3TVF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS TUF B450M-Plus II Gaming,,ASUS,90MB1620-M0EAY0,4718017927185,,AM4,B450,True,Micro-ATX,DDR4,128 GB,4,6,0,1,0,1,False,False,
"ASUS TUF B450M-PRO Gaming, AMD B450",,ASUS,90MB10A0-M0EAY0,4718017165785,,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
ASUS TUF B450M-PRO II Gaming,,ASUS,90MB1610-M0EAY0,4718017924665,,AM4,B450,True,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASUS TUF B460-PLUS Gaming,,ASUS,90MB13N0-M0EAY0,4718017719735,,1200,B460,False,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASUS TUF B460-PRO (WI-FI) Gaming,,ASUS,90MB13P0-M0EAY0,4718017528948,,1200,B460,False,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASUS TUF B460M-PLUS (WI-FI) Gaming,,ASUS,90MB1440-M0EAY0,4718017713696,,1200,B460,False,Micro-ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASUS TUF Gaming B550-PLUS,,ASUS,90MB14G0-M0EAY0,4718017749435,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASUS TUF Gaming B550-PLUS (Wi-Fi) II,,ASUS,90MB19U0-M0EAY0,4711081338413,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS TUF Gaming B550M-PLUS,,ASUS,90MB14A0-M0EAY0,4718017623544,,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,False,False,
ASUS TUF Gaming B550M-PLUS (Wi-Fi),,ASUS,90MB1490-M0EAY0,4718017603652,,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
ASUS TUF Gaming B550M-PLUS Wi-Fi II,,ASUS,90MB19Y0-M0EAY0,4711081305705,,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
ASUS TUF Gaming B560-PLUS Gaming (WI-FI),,ASUS,90MB1740-M0EAY0,4711081131236,,1200,B560,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS TUF Gaming B560M-E Gaming (WI-FI),,ASUS,90MB1850-M0EAY0,4711081174844,,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS TUF Gaming B560M-PLUS,,ASUS,90MB1780-M0EAY0,4711081125310,,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASUS TUF Gaming B560M-PLUS (WI-FI),,ASUS,90MB1770-M0EAY0,4711081125273,,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS TUF Gaming B660M-E D4,,ASUS,90MB19J0-M0EAY0,4711081507697,,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,False,False,
ASUS TUF Gaming B660M-Plus D4,,ASUS,90MB1940-M0EAY0,4711081516897,,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,False,False,
ASUS TUF Gaming B660M-Plus WiFi D4,,ASUS,90MB1930-M0EAY0,4711081516859,,1700,B660,False,ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
ASUS TUF Gaming B760-Plus WiFi D4,,ASUS,90MB1DF0-M0EAY0,4711387009499,,1700,B760,False,ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
ASUS TUF Gaming B760M-Plus D4,,ASUS,90MB1DI0-M0EAY0,4711387005316,,1700,B760,False,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,False,False,
ASUS TUF Gaming B760M-Plus WiFi D4,,ASUS,90MB1DG0-M0EAY0,4711387004456,,1700,B760,False,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
ASUS TUF Gaming H570-Pro,,ASUS,90MB16K0-M0EAY0,4711081134688,195553134682,1200,H570,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASUS TUF Gaming H570-Pro (WI-FI),,ASUS,90MB16L0-M0EAY0,4711081130581,,1200,H570,False,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS TUF Gaming H770-Pro WiFi,,ASUS,90MB1D50-M0EAY0,4711387008249,,1700,H770,False,ATX,DDR5,128 GB,4,4,0,0,1,1,True,False,
"ASUS TUF Gaming X570-Plus (WI-FI), AMD X570",$536.05 USD,ASUS,90MB1170-M0EAY0,4718017388498,192876388495,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0,1,1,False,False,https://www.amazon.ca/dp/B08QYG8Q2B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"ASUS TUF Gaming X570-Plus, AMD X570",,ASUS,90MB1180-M0EAY0,4718017388450,,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0,1,1,False,False,
ASUS TUF Gaming X570-Pro Wifi II,,ASUS,90MB19Z0-M0EAY0,4711081461265,,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0,1,1,True,False,
ASUS TUF Gaming X670E-Plus,,ASUS,90MB1BJ0-M0EAY0,4711081905608,,AM5,X670E,False,ATX,DDR5,128 GB,4,4,0,0,1,1,False,False,
ASUS TUF Gaming X670E-Plus WiFi,,ASUS,90MB1BK0-M0EAY0,4711081905738,,AM5,X670E,False,ATX,DDR5,128 GB,4,4,0,0,1,1,True,False,
ASUS TUF Gaming Z590-PLUS,,ASUS,90MB16B0-M0EAY0,4711081111252,195553111256,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASUS TUF Gaming Z590-PLUS WiFi,,ASUS,90MB16C0-M0EAY0,4711081101208,,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASUS TUF GAMING Z690-PLUS D4,,ASUS,90MB18U0-M0EAY0,4711081442714,,1700,Z690,True,ATX,DDR4,128 GB,4,4,0,0,1,1,False,False,
ASUS TUF Gaming Z790-Plus WiFi D4,,ASUS,90MB1CR0-M0EAY0,4711081941088,,1700,Z790,False,ATX,DDR4,128 GB,4,4,0,0,1,1,True,False,
ASUS TUF H310-Plus Gaming,,ASUS,90MB0WY0-M0EAY0,4712900993356,,1151,H310,False,ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
Asus TUF H310-PLUS GAMING,$87.54 USD,Asus,TUF H310-PLUS GAMING,0889349993354,889349993354,1151,H310,False,ATX,DDR4,32 GB,2,4,1,,,1,False,False,https://www.amazon.ca/TUF-H310-PLUS-Gaming-LGA1151-Motherboard/dp/B07BVZN3NR?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BVZN3NR
Asus TUF H310M-PLUS GAMING,,Asus,TUF H310M-PLUS GAMING,0889349989937,889349989937,1151,H310,False,ATX,DDR4,32 GB,2,4,,1,,1,False,False,
ASUS TUF H310M-Plus Gaming,,ASUS,90MB0WJ0-M0EAY0,4712900989939,,1151,H310,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
ASUS TUF H370-Pro Gaming,,ASUS,90MB0WS0-M0EAY0,4712900974355,,1151,H370,False,ATX,DDR4,64 GB,4,6,0,0,1,1,False,False,
ASUS TUF H370-Pro Gaming (Wi-Fi),,ASUS,90MB0XK0-M0EAY0,4712900973990,,1151,H370,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS TUF H470-PRO (WI-FI) Gaming,,ASUS,90MB13B0-M0EAY0,4718017720373,,1200,H470,False,ATX,DDR4,128 GB,4,4,0,0,0,0,False,False,
ASUS TUF H470-PRO Gaming,,ASUS,90MB13C0-M0EAY0,4718017720304,,1200,H470,False,ATX,DDR4,128 GB,4,4,0,0,0,0,False,False,
ASUS TUF Sabertooth R3.0,,ASUS,90MB0RA0-M0EAY0,4712900475326,,"AM3, AM3+",990FX,False,ATX,DDR3,32 GB,4,5,0,0,0,0,False,False,
ASUS TUF X299 MARK 1,,ASUS,90MB0U00-M0EAY0,4712900774382,,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,
ASUS TUF X299 MARK 2,,ASUS,90MB0UB0-M0EAY0,4712900775174,889349775172,2066,X299,True,ATX,DDR4,128 GB,8,6,0,0,0,0,False,False,
Asus TUF X299 MARK 2,$255.88 USD,Asus,TUF X299 MARK 2,0889349775172,889349775172,2066,X299,True,ATX,DDR4,128 GB,8,6,,,,,False,False,https://www.amazon.ca/TUF-X299-Mark-Motherboard-Processors/dp/B071ZQ75BP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071ZQ75BP
ASUS TUF X470-Plus Gaming,,ASUS,90MB0XL0-M0EAY0,4712900951660,,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Asus TUF X470-PLUS GAMING,$152.89 USD,Asus,TUF X470-PLUS GAMING,0889349951668,889349951668,AM4,X470,True,ATX,DDR4,64 GB,4,6,,1,,1,False,False,https://www.amazon.ca/dp/B07C5YR3KS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Asus TUF Z270 MARK 1,$183.88 USD,Asus,TUF Z270 MARK 1,0889349574034,889349574034,1151,Z270,True,ATX,DDR4,64 GB,4,6,,,1,1,False,False,https://www.amazon.ca/ASUS-TUF-Z270-LGA1151-Motherboard/dp/B01N5CPK4E?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N5CPK4E
Asus TUF Z270 MARK 2,$172.98 USD,Asus,TUF Z270 MARK 2,0889349592052,889349592052,1151,Z270,True,ATX,DDR4,64 GB,4,6,,1,,1,False,False,https://www.amazon.ca/dp/B01MQTDBOO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Asus TUF Z370-PLUS GAMING,$130.56 USD,Asus,TUF Z370-PLUS GAMING,0889349848968,889349848968,1151,Z370,True,ATX,DDR4,64 GB,4,6,,1,,1,False,False,https://www.amazon.ca/TUF-Gaming-Z370-Motherboard-Generation/dp/B075RJ8WN2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJ8WN2
ASUS TUF Z370-PLUS Gaming,$349.51 USD,ASUS,90MB0VF0-M0EAY0,4712900848960,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/Xerox-Versalink-106R03944-Capacity-Cartridge/dp/B076JVKD6J?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076JVKD6J
Asus TUF Z370-PRO GAMING,$145.13 USD,Asus,TUF Z370-PRO GAMING,0889349857274,889349857274,1151,Z370,True,ATX,DDR4,64 GB,4,6,,1,,1,False,False,https://www.amazon.ca/TUF-Z370-Pro-Gaming-Motherboard/dp/B075RJP22C?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJP22C
"ASUS TUF Z370-PRO Gaming, RoG",,ASUS,90MB0VL0-M0EAY0,4712900857276,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS TUF Z390-PLUS Gaming,,ASUS,90MB0XW0-M0EAY0,4718017126366,,1151,Z390,False,ATX,DDR4, GB,4,4,0,0,0,0,False,False,
ASUS TUF Z390-PLUS Gaming Wi-Fi,,ASUS,90MB0Z90-M0EAY0,4718017126205,,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS TUF Z390-PRO Gaming,$177.6 USD,ASUS,90MB0YA0-M0EAY0,4718017125550,192876125557,1151,Z390,False,ATX,DDR4, GB,4,4,0,0,0,1,False,False,https://www.amazon.ca/dp/B07HM6ZC9D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS TUF Z390M-PRO Gaming,,ASUS,90MB0Y10-M0EAY0,4718017124638,,1151,Z390,False,Micro-ATX,DDR4, GB,4,4,0,0,0,0,False,False,
ASUS TUF Z390M-PRO Gaming Wi-Fi,,ASUS,90MB0Y00-M0EAY0,4718017124577,,1151,Z390,False,Micro-ATX,DDR4, GB,4,4,0,0,0,0,False,False,
ASUS TUF Z490-PLUS Gaming,,ASUS,90MB1340-M0EAY0,4718017678872,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASUS TUF Z490-PLUS Gaming Wi-Fi,,ASUS,90MB1330-M0EAY0,4718017678179,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASUS Vanguard B85 GL/USB3.0/SATA600/R/DVI/HDMI/VGA/DP B85,,Asus,90MB0GN0-M0EAY0,4716659578451,,1150,B85,False,Micro-ATX,DDR3, GB,4,,,,,,False,False,
ASUS WS X299 PRO,,ASUS,90SW0090-M0EAY0,4712900810271,889349810279,2066,X299,True,ATX,DDR4,256 GB,8,6,0,0,0,0,False,False,
ASUS WS X299 Pro/SE,,ASUS,90SW00A0-M0EAY0,4712900813630,,2066,X299,True,ATX,DDR4,128 GB,8,6,0,0,0,0,False,False,
ASUS WS X299 SAGE,,ASUS,90SW0070-M0EAY0,4712900853674,889349853672,2066,X299,True,CEB,DDR4,128 GB,8,4,0,0,0,0,False,False,
ASUS WS X299 SAGE/10G,$677.79 USD,ASUS,90SW00H0-M0EAY0,4712900952001,889349952009,2066,X299,True,CEB,DDR4,128 GB,8,8,0,0,0,0,False,False,https://www.amazon.ca/dp/B07GKZ5NRB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS X99 Sabertooth,,ASUS,90MB0L00-M0EAY0,4712900024326,,2011-V3,X99,False,ATX,DDR4,64 GB,8,10,0,0,0,0,False,False,
ASUS X99 STRIX Gaming,,ASUS,90MB0QK0-M0EAY1,4712900403329,,2011-V3,X99,False,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,
ASUS X99-A II,,ASUS,90MB0Q80-M0EAY1,4712900399141,,2011-V3,X99,False,ATX,DDR4,128 GB,8,10,0,0,0,0,False,False,
Asus X99-DELUXE II,$290.14 USD,Asus,X99-DELUXE II,0889349397794,889349397794,2011-v3,X99,False,ATX,DDR4,128 GB,8,8,,,,,False,False,https://www.amazon.ca/LGA2011-v3-Optimization-Motherboard-X99-DELUXE-II/dp/B01F8558Z8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01F8558Z8
ASUS X99-E,,ASUS,90MB0QL0-M0EAY0,4712900409017,,2011-V3,X99,False,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,
Asus X99-E,$255.56 USD,Asus,X99-E,0889349409015,889349409015,2011-v3,X99,False,ATX,DDR4,128 GB,8,8,,,,,False,False,https://www.amazon.ca/LGA2011-v3-5-Way-Optimization-SafeSlot-Motherboard/dp/B01FM8HRXM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01FM8HRXM
ASUS X99-E WS 2xGL/SATA600/eSATA/SATAe/M.2 SSI Workstation,$474.8 USD,Asus,90SB04Q0-M0EAY0,4716659869108,,2011-3,X99 Express,False,SSI,DDR4, GB,8,,,,,,False,False,https://www.amazon.ca/dp/B00MSOMIL0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS X99-E WS USB 3.1,$518.63 USD,ASUS,90SB05D0-M0EAY0,4712900074536,,2011-V3,X99,False,"XL-ATX, CEB",DDR4,128 GB,8,12,0,0,0,0,False,False,https://www.amazon.ca/2011-3-Motherboards-WS-USB-3-1/dp/B00XUDLXJG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00XUDLXJG
ASUS X99-E-10G WS,,ASUS,90SW05Z0-M0EAY0,4712900405385,,2011-V3,X99,False,E-ATX,DDR4,128 GB,8,10,0,0,0,0,False,False,
Asus X99-E-10G WS,$728.69 USD,Asus,X99-E-10G WS,0889349405383,889349405383,2011-v3,X99,False,,DDR4,128 GB,8,0,,,,,False,False,https://www.amazon.ca/ASUS-LGA2011-v3-4-Way-Motherboard-WS/dp/B01LEXRW48?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LEXRW48
ASUS X99-M WS,,ASUS,90SB05H0-M0EAY0,4712900104714,,2011-V3,X99,False,Micro-ATX,DDR4,64 GB,4,8,0,0,0,0,True,False,
ASUS Z10PA-D8,,ASUS,90SB03X1-M0UAY0,4716659806493,,2011-V3,C612,False,ATX,DDR4, GB,8,10,,,,,False,False,
ASUS Z10PE-D16 WS,,ASUS,90SB04L0-M0EAY0,4716659921691,,2011-V3,C612,False,EEB,DDR4,1024 GB,16,10,0,0,0,0,False,False,
Asus Z10PE-D16 WS,$460.32 USD,Asus,Z10PE-D16 WS,0886227921690,886227921690,2011-3,C612 PCH,False,,DDR4,1024 GB,6,0,,,,,False,False,https://www.amazon.ca/Z10PE-D16-WS-LGA2011-v3-CrossFireX-Motherboard/dp/B00QC5DZEU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00QC5DZEU
ASUS Z10PE-D8 WS,,ASUS,90SB0460-M0EAY0,4716659827061,,2011-V3,C612,False,EEB,DDR4,64 GB,8,10,0,0,0,0,False,False,
Asus Z10PE-D8 WS,$564.85 USD,Asus,Z10PE-D8 WS,0886227827060,886227827060,2011-v3,C612 PCH,False,,DDR4,512 GB,8,8,,,,,False,False,https://www.amazon.ca/Z10PE-D8-WS-Memoria-Socket-Z10PE-D8-WS/dp/B00O1AXIHM?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00O1AXIHM
ASUS Z170 Pro Gaming,,ASUS,90MB0MD0-M0EAY0,4712900114874,,1151,Z170,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
ASUS Z170 Pro Gaming Aura,,ASUS,90MB0S00-M0EAY0,4712900467598,,1151,Z170,True,ATX,DDR4,64 GB,4,6,1,1,1,1,False,False,
Asus Z170-A,,Asus,Z170-A,2100001392253,889349113837,1151,Z170,True,ATX,DDR4,64 GB,4,6,1,1,1,1,False,False,
ASUS Z170-A,$152.56 USD,ASUS,90MB0LS0-M0EAY0,4712900113839,,1151,Z170,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/ASUS-Z170-A-ATX-DDR4-Motherboards/dp/B012NH05UW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B012NH05UW
ASUS Z170-Deluxe,,ASUS,90MB0LR0-M0EAY0,4712900113884,,1151,Z170,True,ATX,DDR4,64 GB,4,8,0,0,0,0,False,False,
Asus Z170-E,,Asus,Z170-E,0889349232262,889349232262,1151,Z170,True,ATX,DDR4,64 GB,4,6,,1,,1,False,False,
ASUS Z170-E USB3.1/M.2/SATAe/SATA600/DVI/HDMI Z170,,Asus,90MB0P60-M0EAY0,4712900232264,,1151,Z170,True,ATX,DDR4, GB,4,,,,,,False,False,
ASUS Z170-K,,ASUS,90MB0NB0-M0EAY0,4712900114362,,1151,Z170,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Asus Z170-K,$128.42 USD,Asus,Z170-K,0809395310493,809395310493,1151,Z170,True,ATX,DDR4,64 GB,4,4,1,1,,1,False,False,https://www.amazon.ca/ASUS-Z170-A-ATX-DDR4%C3%82-Placas-Base/dp/B012NH08B8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B012NH08B8
ASUS Z170-PRO,,ASUS,90MB0M10-M0EAY0,4712900211948,,1151,Z170,True,ATX,DDR4,64 GB,4,6,0,1,1,1,False,False,
Asus Z170-PRO,,Asus,Z170-PRO,0889349211946,889349211946,1151,Z170,True,ATX,DDR4,64 GB,4,6,,1,1,1,False,False,
ASUS Z170-WS,,ASUS,90SB05K0-M0EAY0,4712900191653,,1151,Z170,True,ATX,DDR4,64 GB,4,6,0,0,1,1,False,False,
ASUS Z170-WS 2x GLAN/USB3.1/SATA600/M.2/DP/HDMI,,Asus,90SB05K0-M0EAY0,0889349191651,,1151,Z170,True,ATX,DDR4, GB,4,,,,,,False,False,
Asus Z170I PRO GAMING,,Asus,Z170I PRO GAMING,6081582599117,889349155523,1151,Z170,True,Mini-ITX,DDR4,32 GB,2,2,,,1,1,False,False,
ASUS Z170I Pro Gaming,,ASUS,90MB0MQ0-M0EAY0,4712900155525,,1151,Z170,True,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,True,False,
ASUS Z170M-Plus,,ASUS,90MB0M60-M0EAY0,4712900115512,,1151,Z170,True,Micro-ATX,DDR4,64 GB,4,6,1,1,0,1,False,False,
ASUS Z97-A,,ASUS,90MB0ID0-M0EAY0,4716659745709,,1150,Z97,True,ATX,DDR3, GB,4,,,,,,False,False,
ASUS Z97-C,,ASUS,90MB0II0-M0EAY5,4716659765172,,1150,Z97,True,ATX,DDR3, GB,4,,,,,,False,False,
ASUS Z97-K USB 3.1,,ASUS,90MB0M00-M0EAY1,4712900010480,,1150,Z97,True,ATX,DDR3, GB,4,,,,,,False,False,
Biostar A320MD Pro,,Biostar,A320MD PRO,4712960680746,,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,1,1,0,0,False,False,
Biostar B350ET2,,Biostar,B350ET2,4712960680647,,AM4,B350,True,Micro-ATX,DDR4,32 GB,2,4,0,1,0,0,False,False,
Biostar B350GT3,,Biostar,B350GT3,4712960680609,,AM4,B350,True,Micro-ATX,DDR4,64 GB,4,4,0,1,0,1,False,False,
Biostar B350GT5,,Biostar,B350GT5,4712960680616,,AM4,B350,True,ATX,DDR4,64 GB,4,4,0,1,0,1,False,False,
Biostar B350GTN,,Biostar,B350GTN,4712960680845,,AM4,B350,True,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
Biostar Intel H61,,Biostar,IH61MF-Q5,4712960681255,,1155,H61,False,Micro-ATX,DDR3,16 GB,2,4,1,0,0,0,False,False,
Biostar TA970 Plus,,Biostar,TA970 Plus,4712013698476,,AM3+,970,False,ATX,DDR3,64 GB,4,5,0,0,0,0,False,False,
Biostar X370GT3,,Biostar,X370GT3,4712960680876,,AM4,X370,True,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Biostar X370GT5,,Biostar,X370GT5,4712960680593,,AM4,X370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
Biostar X370GT7,,Biostar,X370GT7,4712960680630,,AM4,X370,True,ATX,DDR4,64 GB,4,6,0,1,1,1,False,False,
Biostar X370GTN,,Biostar,X370GTN,4712960680852,,AM4,X370,True,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,
Biostar Z370GT6,,Biostar,Z370GT6,4712960680777,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
EVGA X299 Dark,$456.98 USD,EVGA,151-SX-E299-KR,4250812421418,,2066,X299,True,ATX,DDR4,64 GB,4,8,MPN,0,0,0,False,False,https://www.amazon.ca/EVGA-X299-Intel-Motherboard-151-SX-E299-KR/dp/B079WCBP18?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079WCBP18
EVGA X299 FTW-K,$171.51 USD,EVGA,142-SX-E297-KR,4250812421401,843368049492,2066,X299,True,E-ATX,DDR4,128 GB,8,8,MPN,0,0,0,False,False,https://www.amazon.ca/dp/B078TR5CMG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA X299 Micro,$269.26 USD,EVGA,131-SX-E295-KR,4250812421395,843368049485,2066,X299,True,Micro-ATX,DDR4,64 GB,4,6,MPN,0,0,0,False,False,https://www.amazon.ca/dp/B075Y2W2KN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA X99 FTW,,EVGA,150-HE-E997-KR,4250812405951,,2011-V3,X99,False,E-ATX,DDR4,128 GB,8,10,MPN,0,0,0,False,False,
EVGA X99 FTW K,,EVGA,151-BE-E097-KR,4250812413147,,2011-V3,X99,False,E-ATX,DDR4,128 GB,8,10,MPN,0,0,0,False,False,
EVGA X99 Micro2,,EVGA,131-HE-E095-KR,4250812409270,,2011-V3,X99,False,Micro-ATX,DDR4,64 GB,4,10,MPN,0,0,0,False,False,
EVGA Z170 Classified 4-Way,,EVGA,151-SS-E179-KR,4250812407856,,1151,Z170,True,E-ATX,DDR4,64 GB,4,8,MPN,0,0,0,False,False,
EVGA Z170 Classified K,,EVGA,142-SS-E178-KR,4250812412614,,1151,Z170,True,ATX,DDR4,64 GB,4,10,MPN,0,0,0,False,False,
