Name,Price,Producer,MPN,EAN,UPC,Width,Depth,Height,Motherboard,Power Supply,Supported GPU Length,Supported CPU Cooler Height,80mm Fans,120mm Fans,140mm Fans,200mm Fans,120mm Radiator Support,140mm Radiator Support,240mm Radiator Support,280mm Radiator Support,360mm Radiator Support,"Disk 2.5""","Disk 3.5""","Disk 2.5""/3.5""","Disk 5.25""",Primary Color(s),Window,Dust Filter,Cable Management,Noise Isolation,Product Page
"InWin A1 Plus Mini-ITX, inkl. 650 Watt - pink",,InWin,,4710474948666,,224 mm,357 mm,273 mm,Mini-ITX,ATX,320 mm,160 mm,0/0,2/4,0/0,0/0,1,0,0,0,0,2,0,0,,pink,True,True,True,False,
"InWin A1 Plus Mini-ITX, inkl. 650 Watt - black",$144.34 USD,IN WIN,A1 PLUS BLACK,4710474947614,827955027452,224 mm,357 mm,273 mm,Mini-ITX,ATX,320 mm,160 mm,0/0,2/4,0/0,0/0,1,0,0,0,0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07RMLG667?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"InWin A1 Plus Mini-ITX, inkl. 650 Watt - white",$166.83 USD,IN WIN,A1 PLUS WHITE,4710474947607,827955027445,224 mm,357 mm,273 mm,Mini-ITX,ATX,320 mm,160 mm,0/0,2/4,0/0,0/0,1,0,0,0,0,2,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07RSD1KR4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
InWin Alice Midi-Tower - white/grey,,InWin,ALICE,4710474948246,,282 mm,433 mm,584 mm,E-ATX,ATX,300 mm,195 mm,0/0,0/4,0/0,0/0,1,0,0,0,1,3,1,0,,"grey, black, white",True,False,True,False,
"InWin D-Frame 2.0 Design Big-Tower, Intel Edition - white/blue",,IN WIN,D-Frame 2.0 white/blue,4710474940738,,264 mm,726 mm,548 mm,E-ATX,ATX,415 mm,165 mm,0/0,0/5,0/0,0/0,2,0,0,0,1,4,4,0,,blue white,True,False,False,False,
InWin D-Frame Mini Mini-ITX - orange,,IN WIN,D-Frame Mini-OR,4710474935765,,230 mm,501 mm,405 mm,Mini-ITX,ATX,340 mm,165 mm,0/0,0/2,0/0,0/0,0,0,1,0,0,5,3,0,,orange,True,False,False,False,
InWin Z-Tower,,IN WIN,Z-Tower,4710474946785,,400 mm,720 mm,740 mm,E-ATX,ATX,340 mm,170 mm,0/0,0/3,0/0,0/0,0,0,0,0,1,0,0,0,,silver,False,False,True,False,
"Jonsbo D40 ATX, Tempered Glass - black",,Jonsbo,D40 black,6970620551937,,204 mm,401 mm,386 mm,ATX,ATX,355 mm,168 mm,0/0,0/5,0/4,0/0,3,0,2,0,0,4,1,0,,black,True,True,False,False,
"Jonsbo D40 ATX, Tempered Glass - silver",,Jonsbo,D40 silver,6970620551791,,204 mm,401 mm,386 mm,ATX,ATX,355 mm,168 mm,0/0,0/5,0/4,0/0,3,0,2,0,0,4,1,0,,,True,True,False,False,
"Jonsbo D40 ATX, Tempered Glass - white",,Jonsbo,D40 white,6970620551944,,204 mm,401 mm,386 mm,ATX,ATX,355 mm,168 mm,0/0,0/5,0/4,0/0,3,0,2,0,0,4,1,0,,white,True,True,False,False,
"Jonsbo MOD3 Big-Tower Showcase, Tempered Glass - grey",,Jonsbo,MOD3 GREY,6970620550084,,232 mm,647 mm,620 mm,E-ATX,ATX,400 mm,170 mm,0/0,0/6,0/0,0/0,0,0,0,0,1,2,0,0,,gray,True,False,True,False,
"Jonsbo MOD3 Big-Tower Showcase, Tempered Glass - white",,Jonsbo,MOD3 WHITE,6970620550091,,232 mm,647 mm,620 mm,E-ATX,ATX,400 mm,170 mm,0/0,0/6,0/0,0/0,0,0,0,0,1,2,0,0,,white,True,False,True,False,
Jonsbo QT01 Midi-Tower - black,,Jonsbo,QT01,6970620550442,,195 mm,500 mm,445 mm,ATX,ATX,320 mm,157 mm,0/0,3/4,0/0,0/0,0,0,0,0,0,5,4,0,,black,False,True,True,True,
Jonsbo RM2 Midi-Tower - black,,Jonsbo,RM2 BLACK,6970620550343,,209 mm,302 mm,341 mm,ATX,ATX,290 mm,95 mm,0/0,1/1,0/0,0/0,0,0,0,0,0,3,1,0,,black,False,True,True,False,
Jonsbo RM2 Midi-Tower - silver,,Jonsbo,RM2 SILVER,6970620550336,,209 mm,302 mm,341 mm,ATX,ATX,290 mm,95 mm,0/0,1/1,0/0,0/0,0,0,0,0,0,3,1,0,,silver,False,True,True,False,
"Jonsbo RM3 Micro-ATX, Tempered Glass - black",,Jonsbo,RM3 BLACK,6970620550350,,215 mm,336 mm,385 mm,Micro-ATX,ATX,310 mm,170 mm,0/0,2/2,1/1,0/0,1,0,0,0,0,3,0,0,,black,True,True,True,False,
"Jonsbo RM3 Micro-ATX, Tempered Glass - silver",,Jonsbo,RM3 SILVER,6970620550367,,215 mm,336 mm,385 mm,Micro-ATX,ATX,310 mm,170 mm,0/0,2/2,1/1,0/0,1,0,0,0,0,3,0,0,,silver,True,True,True,False,
"Jonsbo TR03-A Showcase, Tempered Glass - black",,Jonsbo,TR03-A BLACK,6970620550053,,238 mm,673 mm,595 mm,ATX,ATX,460 mm,175 mm,0/0,0/10,0/0,0/0,0,0,0,0,1,2,0,0,,black,True,False,True,False,
"Jonsbo TR03-A Showcase, Tempered Glass - silver",,Jonsbo,TR03-A SILVER,6970620550008,,238 mm,673 mm,595 mm,ATX,ATX,460 mm,175 mm,0/0,0/10,0/0,0/0,0,0,0,0,1,2,0,0,,silver,True,False,True,False,
"Jonsbo TR03-G Showcase, Tempered Glass - black",,Jonsbo,TR03-G BLACK,6970620550077,,238 mm,673 mm,595 mm,ATX,ATX,460 mm,175 mm,0/0,0/10,0/0,0/0,0,0,0,0,1,2,0,0,,black,True,False,True,False,
"Jonsbo TR03-G Showcase, Tempered Glass - silver",,Jonsbo,TR03-G SILVER,6970620550060,,238 mm,673 mm,595 mm,ATX,ATX,460 mm,175 mm,0/0,0/10,0/0,0/0,0,0,0,0,1,2,0,0,,silver,True,False,True,False,
Jonsbo V10 Mini-ITX - black,,Jonsbo,V10-A Black,6970620551173,,174 mm,344 mm,304 mm,Mini-ITX,"ATX, SFX-L, SFX",330 mm,75 mm,0/0,0/4,0/0,0/0,0,0,1,0,0,2,0,0,,black,False,True,True,False,
Jonsbo V10 Mini-ITX - silver,,Jonsbo,V10-A Silver,6970620551159,,174 mm,344 mm,304 mm,Mini-ITX,"ATX, SFX-L, SFX",330 mm,75 mm,0/0,0/4,0/0,0/0,0,0,1,0,0,2,0,0,,silver,False,True,True,False,
"Jonsbo V10 Mini-ITX, Tempered Glass - black",,Jonsbo,V10-G Black,6970620551166,,174 mm,344 mm,304 mm,Mini-ITX,"ATX, SFX-L, SFX",330 mm,75 mm,0/0,0/4,0/0,0/0,0,0,1,0,0,2,0,0,,black,True,True,True,False,
"Jonsbo V10 Mini-ITX, Tempered Glass - silver",,Jonsbo,V10-G Silver,6970620551142,,174 mm,344 mm,304 mm,Mini-ITX,"ATX, SFX-L, SFX",330 mm,75 mm,0/0,0/4,0/0,0/0,0,0,1,0,0,2,0,0,,silver,True,True,True,False,
Jonsbo VR4 ATX - black,,Jonsbo,VR4 Black,6970620552026,,216 mm,398 mm,440 mm,ATX,"ATX, SFX-L, SFX",345 mm,167 mm,0/0,0/4,0/2,0/0,0,0,0,0,1,2,2,0,,black,False,True,False,False,
Jonsbo VR4 ATX - white,,Jonsbo,VR4 White,6970620552033,,216 mm,398 mm,440 mm,ATX,"ATX, SFX-L, SFX",345 mm,167 mm,0/0,0/4,0/2,0/0,0,0,0,0,1,2,2,0,,white,False,True,False,False,
Jonsplus i100 Pro Mini-ITX - black,,Jonsplus,i100PRO-A Black,6970620551265,,194 mm,435 mm,307 mm,Mini-ITX,"ATX, SFX",373 mm,77 mm,0/0,0/6,0/4,0/0,0,0,0,0,1,2,0,0,,black,False,True,True,False,
Jonsplus i100 Pro Mini-ITX - silver,,Jonsplus,i100PRO-A Silver,6970620551258,,194 mm,435 mm,307 mm,Mini-ITX,"ATX, SFX",373 mm,77 mm,0/0,0/6,0/4,0/0,0,0,0,0,1,2,0,0,,silver,False,True,True,False,
"Jonsplus i100 Pro Mini-ITX, Tempered Glass - black",,Jonsplus,i100PRO-G Black,6970620551241,,194 mm,435 mm,307 mm,Mini-ITX,"ATX, SFX",373 mm,77 mm,0/0,0/6,0/4,0/0,0,0,0,0,1,2,0,0,,black,True,True,True,False,
"Jonsplus i100 Pro Mini-ITX, Tempered Glass - silver",,Jonsplus,i100PRO-G Silver,6970620551210,,194 mm,435 mm,307 mm,Mini-ITX,"ATX, SFX",373 mm,77 mm,0/0,0/6,0/4,0/0,0,0,0,0,1,2,0,0,,silver,True,True,True,False,
"Jonsplus i400 ATX, Tempered Glass - black",,Jonsplus,i 400 BG,6970620551401,,231 mm,502 mm,480 mm,ATX,ATX,340 mm,168 mm,0/0,0/7,0/4,0/0,0,0,1,1,1,1,6,0,,black,True,True,False,False,
"Jonsplus i400 ATX, Tempered Glass - silver",,Jonsplus,i 400 SG,6970620551418,,231 mm,502 mm,480 mm,ATX,ATX,340 mm,168 mm,0/0,0/7,0/4,0/0,0,0,1,1,1,1,6,0,,,True,True,False,False,
Kolink Aviator M Micro-ATX - black Window,,Kolink,Aviator M,5999094000995,,200 mm,380 mm,435 mm,Micro-ATX,ATX,320 mm,170 mm,0/0,3/4,0/0,0/0,2,0,1,0,0,4,2,0,,black,True,True,True,False,
Kolink Aviator M RGB Micro-ATX - black Window,,Kolink,Aviator M RGB,5999094001985,,200 mm,380 mm,435 mm,Micro-ATX,ATX,320 mm,170 mm,0/0,2/4,0/0,0/0,2,0,1,0,0,4,2,0,,black,True,True,True,False,
Kolink Aviator Midi-Tower - mattschwarz Window,,Kolink,AVIATOR-GM,5999094000483,,211 mm,400 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/5,0/0,0/0,2,0,2,0,0,1,3,0,,black,True,True,True,False,
Kolink Aviator Midi-Tower - black Window,,Kolink,AVIATOR-BK,5999094000476,,211 mm,400 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/5,0/0,0/0,2,0,2,0,0,1,3,0,,black,True,True,True,False,
Kolink Aviator Midi-Tower - black/blue Window,,Kolink,AVIATOR-BU,5999094000841,,211 mm,400 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/5,0/0,0/0,2,0,2,0,0,1,3,0,,blue,True,True,True,False,
Kolink Aviator Midi-Tower - black/grün Window,,Kolink,AVIATOR-BK/GR,5999094001848,,211 mm,400 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/5,0/0,0/0,2,0,2,0,0,1,3,0,,black,True,True,True,False,
Kolink Aviator Midi-Tower - black/red Window,,Kolink,AVIATOR-RD,5999094000858,,211 mm,400 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/5,0/0,0/0,,,,,,1,3,0,,red,True,True,True,False,
Kolink Aviator Midi-Tower - white Window,,Kolink,AVIATOR-WH,5999094000490,,211 mm,400 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/5,0/0,0/0,2,0,2,0,0,1,3,0,,white,True,True,True,False,
Kolink Aviator V Midi-Tower - black Window,,Kolink,Aviator V,5999094001121,,211 mm,400 mm,480 mm,ATX,ATX,370 mm,170 mm,0/0,3/5,0/0,0/0,2,0,2,0,0,1,3,0,,black,True,True,False,False,
"Kolink Balance ARGB Midi-Tower, Tempered Glass - black",,Kolink,BALANCE ARGB,5999094003415,,425 mm,470 mm,210 mm,E-ATX,ATX,370 mm,160 mm,0/0,0/6,0/4,0/0,1,0,0,1,1,2,0,0,,black,True,True,True,False,
"Kolink Bastion RGB Midi-Tower, Tempered Glass - black",,Kolink,BASTION RGB,5999094003019,,397 mm,482 mm,200 mm,E-ATX,ATX,370 mm,160 mm,0/0,1/5,0/2,0/0,1,0,1,1,0,2,0,0,,black,True,True,True,False,
"Kolink Bastion RGB Midi-Tower, Tempered Glass - white",,Kolink,BASTION WHITE RGB,5999094003309,,200 mm,397 mm,482 mm,E-ATX,ATX,370 mm,160 mm,0/0,1/5,0/2,0/0,1,0,1,1,0,2,0,0,,white,True,True,True,False,
Kolink Big Chungus ARGB Aluminium Showcase - black/red,,Kolink,BIG CHUNGUS,5999094003224,,336 mm,651 mm,668 mm,E-ATX,ATX,335 mm,175 mm,0/0,5/10,0/0,0/0,1,0,1,0,2,2,0,0,,red black,True,False,True,False,
"Kolink Castle Midi-Tower, Tempered Glass - black",,Kolink,CASTLE,5999094003064,,201 mm,435 mm,405 mm,ATX,ATX,350 mm,160 mm,0/0,2/6,0/2,0/0,0,0,2,0,0,4,0,0,,black,True,True,True,False,
Kolink Citadel Glass SE ARGB Micro-ATX - black,,Kolink,CITADEL GLASS SE,5999094003910,843816101413,230 mm,403 mm,395 mm,Micro-ATX,ATX,345 mm,190 mm,0/0,3/5,0/5,0/0,0,0,1,1,0,2,0,0,,black,True,True,True,False,
Kolink Citadel Mesh ATX ARGB Midi-Tower - black,,Kolink,CITADEL MESH ATX,5999094004665,,231 mm,460 mm,485 mm,E-ATX,ATX,385 mm,180 mm,0/0,4/7,0/6,0/0,0,0,0,0,1,2,0,0,,black,True,True,True,False,
Kolink Citadel Mesh RGB Micro-ATX - white,,Kolink,CITADEL MESH RGB WHITE,5999094004016,,230 mm,400 mm,375 mm,Micro-ATX,ATX,345 mm,190 mm,0/0,3/5,0/4,0/0,0,0,2,0,0,2,0,0,,black-and-white,True,True,False,False,
"Kolink Citadel Micro-ATX, Tempered Glass - black",,Kolink,CITADEL,5999094002845,,202 mm,395 mm,410 mm,Micro-ATX,ATX,350 mm,160 mm,0/0,2/6,0/2,0/0,0,0,2,0,0,2,0,0,,black,True,True,True,False,
"Kolink Ethereal RGB Midi-Tower, Tempered Glass - black",,Kolink,ETHEREAL,5999094003279,,435 mm,455 mm,205 mm,E-ATX,ATX,380 mm,160 mm,0/0,1/5,0/4,0/0,1,0,0,1,0,2,0,0,,black,True,True,True,False,
"Kolink Horizon RGB Midi-Tower, Tempered Glass - black",,Kolink,HORIZON RGB,5999094002296,,202 mm,454 mm,468 mm,ATX,ATX,345 mm,160 mm,0/0,4/6,0/0,0/0,0,0,0,0,1,4,2,0,,black,True,True,True,False,
"Kolink Inspire K1 RGB Midi-Tower, Tempered Glass - black",,Kolink,INSPIRE K1,5999094002760,,175 mm,410 mm,350 mm,ATX,ATX,350 mm,150 mm,1/1,2/2,0/0,0/0,0,0,1,0,0,2,3,0,,black,True,False,True,False,
"Kolink Inspire K10 ARGB Midi-Tower, Tempered Glass - black",,Kolink,INSPIRE K10 ARGB,5999094004405,,190 mm,378 mm,447 mm,ATX,ATX,315 mm,165 mm,0/0,1/8,0/0,0/0,0,0,1,0,1,2,0,0,,black,True,False,False,False,
"Kolink Inspire K11 ARGB Midi-Tower, Tempered Glass - black",,Kolink,INSPIRE K11 ARGB,5999094004412,,190 mm,378 mm,447 mm,ATX,ATX,315 mm,165 mm,0/0,1/8,0/0,0/0,0,0,1,0,1,2,0,0,,black,True,False,False,False,
"Kolink Inspire K2 A-RGB Micro-ATX, Tempered Glass - black",,Kolink,INSPIRE K2 ARGB,5999094003316,,188 mm,0 mm,393 mm,Micro-ATX,ATX,320 mm,150 mm,0/0,0/1,0/0,0/0,1,0,0,0,0,1,0,0,,black,True,False,False,False,
"Kolink Inspire K2 RGB Micro-ATX, Tempered Glass - black",,Kolink,INSPIRE K2 RGB,5999094002999,,382 mm,393 mm,188 mm,Micro-ATX,ATX,320 mm,150 mm,0/0,0/1,0/0,0/0,1,0,0,0,0,1,0,0,,black,True,False,True,False,
"Kolink Inspire K3 RGB Micro-ATX, Tempered Glass - black",,Kolink,INSPIRE K3 RGB,5999094003002,,382 mm,393 mm,188 mm,Micro-ATX,ATX,320 mm,150 mm,0/0,0/1,0/0,0/0,1,0,0,0,0,1,0,0,,black,True,False,True,False,
"Kolink Inspire K4 RGB Midi-Tower, Tempered Glass - black",,Kolink,INSPIRE K4 RGB,5999094003156,,205 mm,410 mm,440 mm,ATX,ATX,350 mm,160 mm,0/0,1/6,0/2,0/0,0,0,0,1,1,2,0,0,,black,True,False,True,False,
Kolink Inspire K5 ARGB Midi-Tower - black Window,,Kolink,INSPIRE K5 ARGB,5999094004368,,205 mm,410 mm,440 mm,ATX,ATX,310 mm,160 mm,0/0,1/6,0/0,0/0,1,0,1,0,0,2,0,0,,black,True,True,True,False,
"Kolink Inspire K5 RGB Midi-Tower, Tempered Glass - black",,Kolink,INSPIRE K5 RGB,5999094003163,,205 mm,410 mm,440 mm,ATX,ATX,310 mm,160 mm,0/0,1/4,0/0,0/0,1,0,0,0,1,2,0,0,,black,True,False,True,False,
Kolink Inspire K6 RGB Micro-ATX - black,,Kolink,INSPIRE K6,5999094003361,,410 mm,395 mm,202 mm,Micro-ATX,ATX,350 mm,162 mm,0/0,1/5,0/0,0/0,0,0,2,0,0,2,0,0,,black,True,False,True,False,
Kolink Inspire K7 ARGB Midi-Tower - black,,Kolink,INSPIRE K7,5999094003378,,190 mm,400 mm,440 mm,ATX,ATX,335 mm,160 mm,0/0,1/6,0/2,0/0,1,0,0,1,0,2,0,0,,black,True,True,True,False,
Kolink Inspire K8 ARGB Midi-Tower - black,,Kolink,INSPIRE K8,5999094004023,,200 mm,362 mm,426 mm,ATX,ATX,300 mm,155 mm,0/0,1/6,0/0,0/0,1,0,1,0,0,4,0,0,,black,True,True,True,False,
Kolink Inspire K9 ARGB Midi-Tower - black,,Kolink,INSPIRE K9,5999094004030,,200 mm,362 mm,426 mm,ATX,ATX,300 mm,155 mm,0/0,1/6,0/0,0/0,1,0,1,0,0,4,0,0,,black,True,True,True,False,
Kolink K6T RGB Micro-ATX - black Window,,Kolink,K6T,5999094001534,,190 mm,453 mm,400 mm,Micro-ATX,ATX,270 mm,155 mm,1/1,0/1,0/0,0/0,1,0,0,0,0,1,1,0,,black,True,True,False,False,
Kolink KLA-002 Midi-Tower - black,,Kolink,KLA-002,5999094002753,,175 mm,410 mm,350 mm,ATX,ATX,350 mm,150 mm,1/2,0/3,0/0,0/0,0,0,1,0,0,2,3,0,,black,False,False,True,False,
Kolink KLA-003 Midi-Tower - black,,Kolink,KLA-003,5999094003606,,175 mm,365 mm,410 mm,ATX,ATX,335 mm,160 mm,1/1,0/3,0/0,0/0,0,0,1,0,0,2,0,0,,black,False,False,True,False,
"Kolink Levante Midi-Tower, Tempered Glass - black Window",,Kolink,LEVANTE,5999094002746,,206.5 mm,475 mm,440 mm,E-ATX,ATX,380 mm,160 mm,0/0,4/6,0/5,0/0,0,0,2,0,0,2,2,0,,black,True,True,True,False,
Kolink Levante V2 ARGB Black Midi-Tower,,Kolink,LEVANTE V2,5999094004160,,435 mm,205 mm,455 mm,E-ATX,ATX,380 mm,160 mm,0/0,4/5,0/1,0/0,1,0,1,1,0,5,3,0,,black,True,True,True,False,
Kolink Luminosity Midi-Tower - black Window,,Kolink,LUMINOSITY,5999094001558,,183 mm,400 mm,435 mm,ATX,ATX,390 mm,155 mm,0/0,3/6,0/0,0/0,0,0,1,0,0,2,2,0,,black,True,False,True,False,
Kolink Luminosity RGB Midi-Tower - black Window,,Kolink,LUMINOSITY RGB,5999094001978,,183 mm,400 mm,435 mm,ATX,ATX,390 mm,155 mm,0/0,3/6,0/0,0/0,0,0,1,0,0,2,2,0,,black,True,False,True,False,
"Kolink Nimbus RGB Midi-Tower, Tempered Glass - black",,Kolink,NIMBUS RGB,5999094003149,,210 mm,440 mm,370 mm,ATX,ATX,325 mm,160 mm,0/0,1/6,0/4,0/0,0,0,2,0,0,2,0,0,,black,True,True,True,False,
Kolink Observatory Lite ARGB Midi Tower - mattweiß,,Kolink,Observatory Lite ARGB WHITE,5999094004931,,190 mm,400 mm,440 mm,ATX,ATX,335 mm,160 mm,0/0,4/6,0/2,0/0,0,0,1,1,0,2,0,0,,white,False,True,True,False,
Kolink Observatory Lite Mesh ARGB Midi Tower - mattweiß,,Kolink,Observatory Lite Mesh ARGB WH,5999094004948,,190 mm,400 mm,440 mm,ATX,ATX,335 mm,160 mm,0/0,4/6,0/2,0/0,0,0,1,1,0,2,0,0,,white,False,True,True,False,
Kolink Observatory Lite Mesh RGB Midi-Tower - black,,Kolink,OBSERVATORY LITE MESH,5999094003491,,190 mm,400 mm,440 mm,ATX,ATX,335 mm,160 mm,0/0,4/6,0/2,0/0,0,0,0,1,0,2,2,0,,black,True,True,True,False,
Kolink Observatory Lite RGB Midi-Tower - black,,Kolink,OBSERVATORY LITE,5999094003484,843816100881,190 mm,400 mm,440 mm,ATX,ATX,335 mm,160 mm,0/0,4/6,0/2,0/0,0,0,0,1,0,2,0,0,,black,True,True,True,False,
"Kolink Observatory RGB Midi-Tower, Tempered Glass - black Window",,Kolink,OBSERVATORY RGB,5999094002494,,210 mm,435 mm,453 mm,E-ATX,ATX,380 mm,160 mm,0/0,4/6,0/4,0/0,0,0,2,2,0,2,2,0,,"black, transparent",True,True,True,False,
"Kolink Observatory RGB Midi-Tower, Tempered Glass - white Window",,Kolink,OBSERVATORY RGB WHITE,5999094002500,,210 mm,435 mm,453 mm,E-ATX,ATX,380 mm,160 mm,0/0,4/6,0/4,0/0,0,0,3,2,0,2,2,0,,white,True,True,True,False,
"Kolink Observatory Y AMD SE, ARGB Midi-Tower - black",,Kolink,OBSERVATORY Y AMD,5999094004573,,231 mm,471 mm,488 mm,E-ATX,ATX,380 mm,175 mm,0/0,3/9,1/5,0/0,0,0,2,2,2,5,2,0,,black,True,True,False,False,
Kolink Observatory Y ARGB Midi-Tower - black,,Kolink,OBSERVATORY Y,5999094004443,,231 mm,471 mm,488 mm,E-ATX,ATX,380 mm,175 mm,0/0,4/7,0/5,0/0,0,0,2,2,2,2,0,0,,black,True,True,True,False,
Kolink Observatory Y Mesh ARGB Midi-Tower - black,,Kolink,OBSERVATORY Y MESH,5999094004450,,231 mm,471 mm,488 mm,E-ATX,ATX,380 mm,175 mm,0/0,4/7,0/5,0/0,0,0,2,2,2,2,0,0,,black,True,True,True,False,
Kolink Observatory Z ARGB Midi-Tower - black,,Kolink,OBSERVATORY Z,5999094003514,,245 mm,465 mm,495 mm,E-ATX,ATX,380 mm,180 mm,0/0,4/7,0/6,0/2,0,1,0,0,1,5,4,0,,black,True,True,True,False,
Kolink Observatory Z Mesh ARGB Midi-Tower - black,,Kolink,OBSERVATORY Z MESH,5999094004139,,245 mm,465 mm,495 mm,E-ATX,ATX,380 mm,160 mm,0/0,4/7,0/6,0/2,0,1,0,0,1,5,3,0,,black,True,True,True,False,
"Kolink Outline RGB Midi-Tower, Tempered Glass - black",,Kolink,OUTLINE,5999094003286,,415 mm,440 mm,210 mm,E-ATX,ATX,360 mm,162 mm,0/0,1/6,0/0,0/0,1,0,1,0,1,0,0,0,,black,True,True,True,False,
"Kolink Phalanx RGB Midi-Tower, Tempered Glass - black",,Kolink,PHALANX RGB,5999094002838,,210 mm,445 mm,510 mm,E-ATX,ATX,370 mm,160 mm,0/0,4/6,0/5,0/0,1,0,0,2,0,1,0,0,,black,True,True,True,False,
"Kolink Phalanx V2 ARGB Midi-Tower, Tempered Glass - black",,Kolink,PHALANX V2,5999094003705,,210 mm,445 mm,510 mm,E-ATX,ATX,370 mm,160 mm,0/0,4/6,0/5,0/0,1,0,0,2,0,2,0,0,,black,True,True,True,False,
Kolink Pitch Midi-Tower - black Window,,Kolink,PITCH,5999094000827,,190 mm,445 mm,435 mm,ATX,ATX,360 mm,174 mm,0/0,1/5,0/1,0/0,0,0,0,0,0,7,7,0,,black,True,True,True,False,
Kolink Punisher Midi-Tower - black Window,,Kolink,PUNISHER B,5999094000971,,263 mm,400 mm,539 mm,ATX,ATX,390 mm,170 mm,0/0,3/5,0/0,0/0,1,0,2,0,0,2,2,0,,black,True,False,True,False,
Kolink Punisher Midi-Tower - white Window,,Kolink,PUNISHER W,5999094000988,,263 mm,400 mm,539 mm,ATX,ATX,390 mm,170 mm,0/0,3/5,0/0,0/0,1,0,2,0,0,2,2,0,,white,True,False,True,False,
Kolink Punisher RGB Midi-Tower - black Window,,Kolink,PUNISHER RGB,5999094001541,,263 mm,400 mm,539 mm,ATX,ATX,390 mm,170 mm,0/0,3/5,0/0,0/0,1,0,2,0,0,2,2,0,,black,True,False,True,False,
"Kolink Quantum RGB Midi-Tower, Tempered Glass - black",,Kolink,QUANTUM,5999094003231,,191 mm,467 mm,443 mm,E-ATX,ATX,340 mm,155 mm,0/0,1/5,0/0,0/0,1,0,1,0,0,2,2,0,,black,True,True,True,False,
"Kolink Refine RGB Midi-Tower, Tempered Glass - black",,Kolink,REFINE,5999094003262,,435 mm,455 mm,205 mm,E-ATX,ATX,380 mm,160 mm,0/0,1/5,0/4,0/0,1,0,0,1,0,2,0,0,,black,True,True,True,False,
Kolink Refractor Midi-Tower - black Window,,Kolink,REFRACTOR,5999094000834,,190 mm,445 mm,475 mm,ATX,ATX,360 mm,174 mm,0/0,3/5,0/1,0/0,,,,,,7,7,0,,black,True,True,True,False,
Kolink Refractor RGB Midi-Tower - black Window,,Kolink,REFRACTOR RGB,5999094001961,,190 mm,445 mm,475 mm,ATX,ATX,360 mm,174 mm,0/0,3/5,0/1,0/0,,,,,,7,7,0,,black,True,True,True,False,
Kolink Rocket Mini-ITX Gaming - black,,Kolink,ROCKET,5999094002340,,125 mm,328 mm,235 mm,Mini-ITX,"SFX, SFX-L",310 mm,54 mm,1/0,0/0,0/0,0/0,0,0,0,0,0,2,0,0,,titanium,False,False,False,False,
Kolink Sanctuary Micro-ATX Cube - black Window,,Kolink,SANCTUARY,5999094001565,,265 mm,330 mm,345 mm,Micro-ATX,ATX,275 mm,195 mm,0/0,3/5,0/0,0/0,0,0,0,0,0,4,2,0,,black,True,False,False,False,
Kolink Satellite Plus Mini-ITX- / Micro-ATX - black,,Kolink,SATELLITE PLUS,5999094001855,,260 mm,280 mm,190 mm,Micro-ATX,ATX,280 mm,165 mm,0/0,1/1,0/0,0/0,0,0,0,0,0,4,3,0,,black,False,False,False,False,
Kolink Stronghold Barricade Midi-Tower - Gunmetal Grey,,Kolink,STRONGHOLD BARRICADE,5999094004528,,216 mm,370 mm,470 mm,E-ATX,ATX,330 mm,165 mm,0/0,2/6,0/4,0/0,1,0,1,0,1,2,0,0,,"gunmetal grey, black",True,False,True,False,
"Kolink Stronghold Midi-Tower, Tempered Glass - black",,Kolink,STRONGHOLD,5999094002487,,201 mm,435 mm,435 mm,E-ATX,ATX,380 mm,160 mm,0/0,2/6,0/0,0/0,0,0,2,0,0,2,2,0,,black,True,True,True,False,
"Kolink Stronghold Midi-Tower, Tempered Glass - white",,Kolink,STRONGHOLD WHITE,5999094002784,,201 mm,435 mm,435 mm,E-ATX,ATX,380 mm,160 mm,0/0,2/6,0/0,0/0,0,0,2,0,0,0,0,0,,white,True,True,True,False,
Kolink Stronghold Overseer Midi-Tower - black,,Kolink,STRONGHOLD OVERSEER,5999094003637,,210 mm,360 mm,440 mm,ATX,ATX,340 mm,175 mm,0/0,2/6,0/4,0/0,0,0,0,1,1,3,0,0,,black,True,True,True,False,
Kolink Stronghold Prime Midi-Tower - black,,Kolink,STRONGHOLD PRIME,5999094004467,,231 mm,451 mm,488 mm,E-ATX,ATX,380 mm,175 mm,0/0,2/9,0/6,0/0,0,0,2,2,2,2,0,0,,black,True,True,True,False,
Kolink Stronghold Prism Midi-Tower - black,,Kolink,STRONGHOLD PRISM,5999094003538,,216 mm,370 mm,470 mm,E-ATX,ATX,330 mm,165 mm,0/0,4/6,0/4,0/0,1,0,1,0,1,2,0,0,,"gunmetal grey, black",True,False,True,False,
