Entity,Code,Year,Number of one-year-olds vaccinated with HepB3,"Number of one-year-olds vaccinated with DTP containing vaccine, 3rd dose","Number of one-year-olds vaccinated with polio, 3rd dose",Population - Sex: all - Age: 0 - Variant: estimates,"Number of one-year-olds vaccinated with measles-containing vaccine, 1st dose",Number of one-year-olds vaccinated with Hib3,"Number of one-year-olds vaccinated with rubella-containing vaccine, 1st dose","Number of one-year-olds vaccinated with rotavirus, last dose",Number of one-year-olds vaccinated with BCG
Lesotho,LSO,1989,,46569,46569,59545,45419,,,,50018
Lesotho,LSO,1990,,47189,47189,59251,46038,,,,51218
Lesotho,LSO,1991,,48092,47519,59068,46374,,,,51527
Lesotho,LSO,1992,,48485,47914,58907,46203,,,,52478
Lesotho,LSO,1993,,48863,48863,58314,46591,,,,52841
Lesotho,LSO,1994,,48843,48843,57531,46036,,,,53334
Lesotho,LSO,1995,,48620,48620,57211,45858,,,,53040
Lesotho,LSO,1996,,47671,47671,57400,44931,,,,52054
Lesotho,LSO,1997,,47800,47251,57586,43954,,,,51646
Lesotho,LSO,1998,,48505,47402,57043,43544,,,,51261
Lesotho,LSO,1999,,47971,46880,55965,41974,,,,50151
Lesotho,LSO,2000,,44315,43781,55154,39509,,,,46984
Lesotho,LSO,2001,,40980,40980,55026,36777,,,,43607
Lesotho,LSO,2002,,43972,43972,55458,40831,,,,47113
Lesotho,LSO,2003,8959,47430,47430,55724,44795,,,,50592
Lesotho,LSO,2004,31739,47609,47080,55020,44435,,,,50783
Lesotho,LSO,2005,45464,46509,45986,53963,43373,,,,50167
Lesotho,LSO,2006,46864,45834,45319,53847,42229,,,,48924
Lesotho,LSO,2007,46237,45209,44695,54754,41613,,,,48805
Lesotho,LSO,2008,46054,46054,45007,55334,41867,,,,49717
Lesotho,LSO,2009,48415,48415,47351,55074,44691,48415,,,48947
Lesotho,LSO,2010,49246,49246,48717,54792,46599,49776,,,47658
Lesotho,LSO,2011,50562,50562,50036,55502,48455,50562,,,45822
Lesotho,LSO,2012,50704,50704,49637,56546,48569,50704,,,49637
Lesotho,LSO,2013,50615,50615,48982,57157,48982,50615,,,53336
Lesotho,LSO,2014,48452,48452,48452,57302,50654,48452,,,53407
Lesotho,LSO,2015,45882,45882,46987,56997,51409,45882,,,52515
Lesotho,LSO,2016,47928,47928,47928,57175,49581,47928,,,52886
Lesotho,LSO,2017,48148,48148,48148,57311,49808,48148,49808,,53128
Lesotho,LSO,2018,48295,48295,48295,57105,49961,48295,49961,38858,53292
Lesotho,LSO,2019,48133,48133,48133,56895,49792,48133,49792,48133,53112
Lesotho,LSO,2020,48032,48032,48032,56680,49688,48032,49688,48032,53001
Lesotho,LSO,2021,47950,47950,47950,56628,49604,47950,49604,40785,52910
Less developed regions,,1980,,,,102584360,,,,,
Less developed regions,,1981,,,,105062300,,,,,
Less developed regions,,1982,,,,107967840,,,,,
Less developed regions,,1983,,,,108914210,,,,,
Less developed regions,,1984,,,,109447170,,,,,
Less developed regions,,1985,,,,111706190,,,,,
Less developed regions,,1986,,,,114312550,,,,,
Less developed regions,,1987,,,,116962504,,,,,
Less developed regions,,1988,,,,117799110,,,,,
Less developed regions,,1989,,,,118309030,,,,,
Less developed regions,,1990,,,,119794520,,,,,
Less developed regions,,1991,,,,118321700,,,,,
Less developed regions,,1992,,,,115558930,,,,,
Less developed regions,,1993,,,,114792620,,,,,
Less developed regions,,1994,,,,114475490,,,,,
Less developed regions,,1995,,,,114363360,,,,,
Less developed regions,,1996,,,,114164940,,,,,
Less developed regions,,1997,,,,113861304,,,,,
Less developed regions,,1998,,,,113695420,,,,,
Less developed regions,,1999,,,,113782100,,,,,
Less developed regions,,2000,,,,114746570,,,,,
Less developed regions,,2001,,,,115643590,,,,,
Less developed regions,,2002,,,,115861810,,,,,
Less developed regions,,2003,,,,116108696,,,,,
Less developed regions,,2004,,,,116659250,,,,,
Less developed regions,,2005,,,,117432230,,,,,
Less developed regions,,2006,,,,118209370,,,,,
Less developed regions,,2007,,,,119386024,,,,,
Less developed regions,,2008,,,,120843864,,,,,
Less developed regions,,2009,,,,122176060,,,,,
Less developed regions,,2010,,,,123112980,,,,,
Less developed regions,,2011,,,,123826616,,,,,
Less developed regions,,2012,,,,125245910,,,,,
Less developed regions,,2013,,,,126007940,,,,,
Less developed regions,,2014,,,,125886930,,,,,
Less developed regions,,2015,,,,125618910,,,,,
Less developed regions,,2016,,,,125641944,,,,,
Less developed regions,,2017,,,,126072536,,,,,
Less developed regions,,2018,,,,124754720,,,,,
Less developed regions,,2019,,,,122885390,,,,,
Less developed regions,,2020,,,,121070500,,,,,
Less developed regions,,2021,,,,119277530,,,,,
"Less developed regions, excluding China",,1980,,,,81367580,,,,,
"Less developed regions, excluding China",,1981,,,,83050510,,,,,
"Less developed regions, excluding China",,1982,,,,84626430,,,,,
"Less developed regions, excluding China",,1983,,,,86035304,,,,,
"Less developed regions, excluding China",,1984,,,,87353560,,,,,
"Less developed regions, excluding China",,1985,,,,88469384,,,,,
"Less developed regions, excluding China",,1986,,,,89561496,,,,,
"Less developed regions, excluding China",,1987,,,,90563120,,,,,
"Less developed regions, excluding China",,1988,,,,91289224,,,,,
"Less developed regions, excluding China",,1989,,,,92029840,,,,,
"Less developed regions, excluding China",,1990,,,,92640824,,,,,
"Less developed regions, excluding China",,1991,,,,93304730,,,,,
"Less developed regions, excluding China",,1992,,,,93975110,,,,,
"Less developed regions, excluding China",,1993,,,,94463816,,,,,
"Less developed regions, excluding China",,1994,,,,94952650,,,,,
"Less developed regions, excluding China",,1995,,,,95462880,,,,,
"Less developed regions, excluding China",,1996,,,,95887450,,,,,
"Less developed regions, excluding China",,1997,,,,96220056,,,,,
"Less developed regions, excluding China",,1998,,,,96582200,,,,,
"Less developed regions, excluding China",,1999,,,,97047560,,,,,
"Less developed regions, excluding China",,2000,,,,97799500,,,,,
"Less developed regions, excluding China",,2001,,,,98795060,,,,,
"Less developed regions, excluding China",,2002,,,,99531304,,,,,
"Less developed regions, excluding China",,2003,,,,99894110,,,,,
"Less developed regions, excluding China",,2004,,,,100352184,,,,,
"Less developed regions, excluding China",,2005,,,,100892456,,,,,
"Less developed regions, excluding China",,2006,,,,101431010,,,,,
"Less developed regions, excluding China",,2007,,,,102276780,,,,,
"Less developed regions, excluding China",,2008,,,,103295464,,,,,
"Less developed regions, excluding China",,2009,,,,104220424,,,,,
"Less developed regions, excluding China",,2010,,,,105066424,,,,,
"Less developed regions, excluding China",,2011,,,,105883100,,,,,
"Less developed regions, excluding China",,2012,,,,106624990,,,,,
"Less developed regions, excluding China",,2013,,,,107152780,,,,,
"Less developed regions, excluding China",,2014,,,,107281830,,,,,
"Less developed regions, excluding China",,2015,,,,107404570,,,,,
"Less developed regions, excluding China",,2016,,,,107623430,,,,,
"Less developed regions, excluding China",,2017,,,,107557410,,,,,
"Less developed regions, excluding China",,2018,,,,107626020,,,,,
"Less developed regions, excluding China",,2019,,,,107646400,,,,,
"Less developed regions, excluding China",,2020,,,,107455800,,,,,
"Less developed regions, excluding China",,2021,,,,107534820,,,,,
"Less developed regions, excluding least developed countries",,1980,,,,86002740,,,,,
"Less developed regions, excluding least developed countries",,1981,,,,88125144,,,,,
"Less developed regions, excluding least developed countries",,1982,,,,90647320,,,,,
"Less developed regions, excluding least developed countries",,1983,,,,91214424,,,,,
"Less developed regions, excluding least developed countries",,1984,,,,91370690,,,,,
"Less developed regions, excluding least developed countries",,1985,,,,93231260,,,,,
"Less developed regions, excluding least developed countries",,1986,,,,95485170,,,,,
"Less developed regions, excluding least developed countries",,1987,,,,97786620,,,,,
"Less developed regions, excluding least developed countries",,1988,,,,98319950,,,,,
"Less developed regions, excluding least developed countries",,1989,,,,98509500,,,,,
"Less developed regions, excluding least developed countries",,1990,,,,99649900,,,,,
"Less developed regions, excluding least developed countries",,1991,,,,97895660,,,,,
"Less developed regions, excluding least developed countries",,1992,,,,94808000,,,,,
"Less developed regions, excluding least developed countries",,1993,,,,93624130,,,,,
"Less developed regions, excluding least developed countries",,1994,,,,92905440,,,,,
"Less developed regions, excluding least developed countries",,1995,,,,92379840,,,,,
"Less developed regions, excluding least developed countries",,1996,,,,91753384,,,,,
"Less developed regions, excluding least developed countries",,1997,,,,91074424,,,,,
"Less developed regions, excluding least developed countries",,1998,,,,90572070,,,,,
"Less developed regions, excluding least developed countries",,1999,,,,90283660,,,,,
"Less developed regions, excluding least developed countries",,2000,,,,90837010,,,,,
"Less developed regions, excluding least developed countries",,2001,,,,91326840,,,,,
"Less developed regions, excluding least developed countries",,2002,,,,91073910,,,,,
"Less developed regions, excluding least developed countries",,2003,,,,90878310,,,,,
"Less developed regions, excluding least developed countries",,2004,,,,91042300,,,,,
"Less developed regions, excluding least developed countries",,2005,,,,91434250,,,,,
"Less developed regions, excluding least developed countries",,2006,,,,91806220,,,,,
"Less developed regions, excluding least developed countries",,2007,,,,92564160,,,,,
"Less developed regions, excluding least developed countries",,2008,,,,93668280,,,,,
"Less developed regions, excluding least developed countries",,2009,,,,94650700,,,,,
"Less developed regions, excluding least developed countries",,2010,,,,95201020,,,,,
"Less developed regions, excluding least developed countries",,2011,,,,95547096,,,,,
"Less developed regions, excluding least developed countries",,2012,,,,96585010,,,,,
"Less developed regions, excluding least developed countries",,2013,,,,96922500,,,,,
"Less developed regions, excluding least developed countries",,2014,,,,96344480,,,,,
"Less developed regions, excluding least developed countries",,2015,,,,95606260,,,,,
"Less developed regions, excluding least developed countries",,2016,,,,95142520,,,,,
"Less developed regions, excluding least developed countries",,2017,,,,95102510,,,,,
"Less developed regions, excluding least developed countries",,2018,,,,93295144,,,,,
"Less developed regions, excluding least developed countries",,2019,,,,90873300,,,,,
"Less developed regions, excluding least developed countries",,2020,,,,88530690,,,,,
"Less developed regions, excluding least developed countries",,2021,,,,86247704,,,,,
Liberia,LBR,1980,,,,83020,,,,,
Liberia,LBR,1981,,,,84483,,,,,
Liberia,LBR,1982,,,,85650,,,,,
Liberia,LBR,1983,,,,88378,,,,,
Liberia,LBR,1984,,,,89632,,,,,
Liberia,LBR,1985,,,,89917,,,,,
Liberia,LBR,1986,,,,92091,,,,,
Liberia,LBR,1987,,,,93841,,,,,
Liberia,LBR,1988,,,,95482,,,,,
Liberia,LBR,1989,,,,97333,,,,,
Liberia,LBR,1990,,,,85441,,,,,
Liberia,LBR,1991,,,,75085,,,,,
Liberia,LBR,1992,,,,79504,,,,,
Liberia,LBR,1993,,,,82596,,,,,
Liberia,LBR,1994,,,,82371,,,,,
Liberia,LBR,1995,,,,83361,,,,,
Liberia,LBR,1996,,,,86130,,,,,
Liberia,LBR,1997,,,,93343,,,,,
Liberia,LBR,1998,,,,103594,,,,,
Liberia,LBR,1999,,49808,57777,109667,68734,,,,81684
Liberia,LBR,2000,,47820,58215,113564,65492,,,,81086
Liberia,LBR,2001,,45054,57926,116236,62217,,,,78308
Liberia,LBR,2002,,42865,56054,118222,57153,,,,75837
Liberia,LBR,2003,,38566,53993,117955,51789,,,,70521
Liberia,LBR,2004,,34342,52068,118802,45421,,,,66469
Liberia,LBR,2005,,69449,76394,124578,71764,,,,87968
Liberia,LBR,2006,,73835,81218,132129,77527,,,,94755
Liberia,LBR,2007,,84516,87117,138371,92318,,,,100119
Liberia,LBR,2008,101292,101292,106694,141819,102643,101292,,,114798
Liberia,LBR,2009,111340,111340,115464,143250,114089,111340,,,119588
Liberia,LBR,2010,97251,97251,98640,144588,90304,97251,,,101419
Liberia,LBR,2011,108584,108584,108584,146762,100123,108584,,,119865
Liberia,LBR,2012,114481,114481,114481,151025,114481,114481,,,121636
Liberia,LBR,2013,117302,117302,117302,152967,108504,117302,,,127565
Liberia,LBR,2014,93596,93596,92110,151516,86168,93596,,,108452
Liberia,LBR,2015,95698,95698,95698,150509,94226,95698,,,108949
Liberia,LBR,2016,106922,106922,106922,150711,102528,106922,,70305,118639
Liberia,LBR,2017,117469,117469,116000,151428,110127,117469,,104254,127747
Liberia,LBR,2018,118156,118156,116679,152119,109294,118156,,113725,135879
Liberia,LBR,2019,103975,103975,102490,152896,101004,103975,,95063,124770
Liberia,LBR,2020,97192,97192,100182,153681,91211,97192,,97192,127097
Liberia,LBR,2021,99333,99333,96323,154797,87292,99333,,102343,121908
Libya,LBY,1980,,63512,63512,108107,64570,,,,93151
Libya,LBY,1981,,72858,72858,109452,71770,,,,84820
Libya,LBY,1982,,79420,79420,111773,71699,,,,98172
Libya,LBY,1983,,89116,89116,114910,80092,,,,94756
Libya,LBY,1984,,93007,93007,117922,87265,,,,97600
Libya,LBY,1985,,94488,94488,120720,87489,,,,101487
Libya,LBY,1986,,97974,97974,122837,93194,,,,109922
Libya,LBY,1987,,99744,99744,123963,91229,,,,115557
Libya,LBY,1988,,103183,103183,124184,93356,,,,113010
Libya,LBY,1989,,107140,107140,123499,97288,,,,110835
Libya,LBY,1990,,102950,102950,122108,109078,,,,110303
Libya,LBY,1991,,105494,105494,120269,105494,,,,115194
Libya,LBY,1992,105157,107547,107547,118271,105157,,,,118302
Libya,LBY,1993,106989,112867,112867,116055,106989,,,,116394
Libya,LBY,1994,106172,109634,109634,113864,106172,,,,114250
Libya,LBY,1995,104181,107578,107578,112227,104181,,104181,,112108
Libya,LBY,1996,103801,107149,107149,111047,103801,,103801,,108266
Libya,LBY,1997,100504,106026,106026,109925,100504,,100504,,107131
Libya,LBY,1998,100594,103874,103874,108698,100594,,100594,,106061
Libya,LBY,1999,99494,101657,101657,107621,99494,,99494,,104902
Libya,LBY,2000,99112,101266,101266,107743,100189,,100189,,105575
Libya,LBY,2001,101126,102214,102214,111760,101126,,101126,,107651
Libya,LBY,2002,102633,104888,104888,118483,102633,,102633,,111655
Libya,LBY,2003,114361,113170,113170,124958,114361,,114361,,117935
Libya,LBY,2004,124034,121528,121528,131003.01,124034,,124034,,124034
Libya,LBY,2005,127081,128391,128391,135333,127081,,127081,,129701
Libya,LBY,2006,132379,132379,132379,138241,132379,,132379,,133730
Libya,LBY,2007,135197,135197,135197,140763,135197,77255,135197,,136576
Libya,LBY,2008,137737,137737,137737,142733,137737,137737,137737,,139143
Libya,LBY,2009,139678,139678,139678,144382,139678,139678,139678,,141104
Libya,LBY,2010,141282,141282,141282,148115,141282,141282,141282,,142723
Libya,LBY,2011,138973,138973,138973,146523,138973,138973,138973,,140391
Libya,LBY,2012,137417,137417,137417,134629,137417,137417,137417,,138819
Libya,LBY,2013,129194,129194,129194,128507,129194,129194,129194,,133231
Libya,LBY,2014,120718,120718,120718,130940,119433,120718,119433,110444,127139
Libya,LBY,2015,126715,126715,126715,131071,128021,126715,128021,121490,129328
Libya,LBY,2016,126832,126832,126832,128959,126832,126832,126832,126832,129447
Libya,LBY,2017,123589,123589,123589,126822,121015,123589,121015,123589,127452
Libya,LBY,2018,92470,92470,92470,124728,92470,92470,92470,92470,93737
Libya,LBY,2019,90911,90911,90911,122842,90911,90911,90911,90911,92156
Libya,LBY,2020,89516,89516,89516,121322,89516,89516,89516,89516,90742
Libya,LBY,2021,88422,88422,88422,119904,88422,88422,88422,88422,89633
Liechtenstein,LIE,1980,,,,363,,,,,
Liechtenstein,LIE,1981,,,,358,,,,,
Liechtenstein,LIE,1982,,,,365,,,,,
Liechtenstein,LIE,1983,,,,367,,,,,
Liechtenstein,LIE,1984,,,,369,,,,,
Liechtenstein,LIE,1985,,,,374,,,,,
Liechtenstein,LIE,1986,,,,367,,,,,
Liechtenstein,LIE,1987,,,,368,,,,,
Liechtenstein,LIE,1988,,,,391,,,,,
Liechtenstein,LIE,1989,,,,389,,,,,
Liechtenstein,LIE,1990,,,,361,,,,,
Liechtenstein,LIE,1991,,,,370,,,,,
Liechtenstein,LIE,1992,,,,392,,,,,
Liechtenstein,LIE,1993,,,,398,,,,,
Liechtenstein,LIE,1994,,,,398,,,,,
Liechtenstein,LIE,1995,,,,409,,,,,
Liechtenstein,LIE,1996,,,,419,,,,,
Liechtenstein,LIE,1997,,,,420,,,,,
Liechtenstein,LIE,1998,,,,413,,,,,
Liechtenstein,LIE,1999,,,,401,,,,,
Liechtenstein,LIE,2000,,,,392,,,,,
Liechtenstein,LIE,2001,,,,396,,,,,
Liechtenstein,LIE,2002,,,,411,,,,,
Liechtenstein,LIE,2003,,,,401,,,,,
Liechtenstein,LIE,2004,,,,394,,,,,
Liechtenstein,LIE,2005,,,,396,,,,,
Liechtenstein,LIE,2006,,,,387,,,,,
Liechtenstein,LIE,2007,,,,379,,,,,
Liechtenstein,LIE,2008,,,,371,,,,,
Liechtenstein,LIE,2009,,,,389,,,,,
Liechtenstein,LIE,2010,,,,374,,,,,
Liechtenstein,LIE,2011,,,,361,,,,,
Liechtenstein,LIE,2012,,,,383,,,,,
Liechtenstein,LIE,2013,,,,374,,,,,
Liechtenstein,LIE,2014,,,,373,,,,,
Liechtenstein,LIE,2015,,,,349,,,,,
Liechtenstein,LIE,2016,,,,349,,,,,
Liechtenstein,LIE,2017,,,,369,,,,,
Liechtenstein,LIE,2018,,,,375,,,,,
Liechtenstein,LIE,2019,,,,379,,,,,
Liechtenstein,LIE,2020,,,,360,,,,,
Liechtenstein,LIE,2021,,,,353,,,,,
Lithuania,LTU,1980,,,,52102,,,,,
Lithuania,LTU,1981,,,,52483,,,,,
Lithuania,LTU,1982,,,,53339,,,,,
Lithuania,LTU,1983,,,,55980,,,,,
Lithuania,LTU,1984,,,,58343,,,,,
Lithuania,LTU,1985,,,,59138,,,,,
Lithuania,LTU,1986,,,,60505,,,,,
Lithuania,LTU,1987,,,,61024,,,,,
Lithuania,LTU,1988,,,,59408,,,,,
Lithuania,LTU,1989,,,,57481,,,,,
Lithuania,LTU,1990,,,,57188,,,,,
Lithuania,LTU,1991,,,,56914,,,,,
Lithuania,LTU,1992,,44109,49764,55314,50330,,50330,,53157
Lithuania,LTU,1993,,45519,47164,51109,50455,,50455,,53745
Lithuania,LTU,1994,,42084,44620,45484,47155,,47155,,48676
Lithuania,LTU,1995,,40709,40256,42377,42518,,42518,,43875
Lithuania,LTU,1996,,38338,39181,40661,40445,,40445,,41287
Lithuania,LTU,1997,,36288,38304,38952,38707,,38707,,39514
Lithuania,LTU,1998,28104,35804,33879,37787,37344,,37344,,38114
Lithuania,LTU,1999,35696,34580,32721,36885,36068,744,36068,,36811
Lithuania,LTU,2000,35407,33962,33240,35291,35046,723,35046,,35769
Lithuania,LTU,2001,32797,32797,33487,32650.002,33487,1381,33487,,34178
Lithuania,LTU,2002,30088,30408,31048,30442,31368,1600,31368,,31688
Lithuania,LTU,2003,28439,28140,27242,29840,29337,2994,29337,,29637
Lithuania,LTU,2004,27667,27667,26490,29819,28844,10302,28844,,29139
Lithuania,LTU,2005,28000,27706,27411,29660,28590,17979,28590,,29179
Lithuania,LTU,2006,27894,27600,27600,29721,28481,27600,28481,,29068
Lithuania,LTU,2007,28311,28016,28016,29968,28606,28016,28606,,29196
Lithuania,LTU,2008,28641,28641,28641,30794,28939,28641,28939,,29536
Lithuania,LTU,2009,29270,30195,30195,31731,29579,30195,29579,,30503
Lithuania,LTU,2010,30042,30362,30362,31645,30682,30362,30682,,31640
Lithuania,LTU,2011,30380,29421,29421,31370,30060,29421,30060,,31339
Lithuania,LTU,2012,29434,29434,29434,31548,29434,29434,29434,,31016
Lithuania,LTU,2013,29522,29522,29522,31258,29522,29522,29522,,31109
Lithuania,LTU,2014,29515,29201,29201,30937,29201,29201,29201,,30771
Lithuania,LTU,2015,29189,28878,28878,31309,29189,28878,29189,,30120
Lithuania,LTU,2016,29844,29530,29530,31197,29530,29530,29530,,30787
Lithuania,LTU,2017,29428,29428,29428,29971,29428,29428,29428,,30367
Lithuania,LTU,2018,27951,27651,27651,28857,27651,27651,27651,301,28853
Lithuania,LTU,2019,26568,26568,26568,28061,26857,26568,26857,12995,28012
Lithuania,LTU,2020,25525,25525,25525,27317,25244,25525,25244,13464,26927
Lithuania,LTU,2021,24570,24570,24570,26746,24024,24570,24024,13104,25389
Low-income countries,,1980,,,,9890195,,,,,
Low-income countries,,1981,,,,10080008,,,,,
Low-income countries,,1982,,,,10304023,,,,,
Low-income countries,,1983,,,,10555224,,,,,
Low-income countries,,1984,,,,10837371,,,,,
Low-income countries,,1985,,,,11156504,,,,,
Low-income countries,,1986,,,,11469309,,,,,
Low-income countries,,1987,,,,11782353,,,,,
Low-income countries,,1988,,,,12055833,,,,,
Low-income countries,,1989,,,,12329708,,,,,
Low-income countries,,1990,,,,12619881,,,,,
Low-income countries,,1991,,,,12900789,,,,,
Low-income countries,,1992,,,,13232921,,,,,
Low-income countries,,1993,,,,13617004,,,,,
Low-income countries,,1994,,,,13939508,,,,,
Low-income countries,,1995,,,,14288495,,,,,
Low-income countries,,1996,,,,14683326,,,,,
Low-income countries,,1997,,,,14971488,,,,,
Low-income countries,,1998,,,,15211668,,,,,
Low-income countries,,1999,,,,15517212,,,,,
Low-income countries,,2000,,,,15838712,,,,,
Low-income countries,,2001,,,,16154359,,,,,
Low-income countries,,2002,,,,16541516,,,,,
Low-income countries,,2003,,,,16916950,,,,,
Low-income countries,,2004,,,,17268246,,,,,
Low-income countries,,2005,,,,17644736,,,,,
Low-income countries,,2006,,,,18068394,,,,,
Low-income countries,,2007,,,,18518708,,,,,
Low-income countries,,2008,,,,18925830,,,,,
Low-income countries,,2009,,,,19306370,,,,,
Low-income countries,,2010,,,,19689398,,,,,
Low-income countries,,2011,,,,20051422,,,,,
Low-income countries,,2012,,,,20394848,,,,,
Low-income countries,,2013,,,,20697018,,,,,
Low-income countries,,2014,,,,20971170,,,,,
Low-income countries,,2015,,,,21279578,,,,,
Low-income countries,,2016,,,,21628994,,,,,
Low-income countries,,2017,,,,22003292,,,,,
Low-income countries,,2018,,,,22415980,,,,,
Low-income countries,,2019,,,,22884466,,,,,
Low-income countries,,2020,,,,23357292,,,,,
Low-income countries,,2021,,,,23797760,,,,,
Lower-middle-income countries,,1980,,,,54886348,,,,,
Lower-middle-income countries,,1981,,,,56170360,,,,,
Lower-middle-income countries,,1982,,,,57362520,,,,,
Lower-middle-income countries,,1983,,,,58435076,,,,,
Lower-middle-income countries,,1984,,,,59380160,,,,,
Lower-middle-income countries,,1985,,,,60075670,,,,,
Lower-middle-income countries,,1986,,,,60738740,,,,,
Lower-middle-income countries,,1987,,,,61292004,,,,,
Lower-middle-income countries,,1988,,,,61655516,,,,,
Lower-middle-income countries,,1989,,,,62064884,,,,,
Lower-middle-income countries,,1990,,,,62355916,,,,,
Lower-middle-income countries,,1991,,,,62731644,,,,,
Lower-middle-income countries,,1992,,,,63113896,,,,,
Lower-middle-income countries,,1993,,,,63226412,,,,,
Lower-middle-income countries,,1994,,,,63334784,,,,,
Lower-middle-income countries,,1995,,,,63484190,,,,,
Lower-middle-income countries,,1996,,,,63569130,,,,,
Lower-middle-income countries,,1997,,,,63742600,,,,,
Lower-middle-income countries,,1998,,,,63990764,,,,,
Lower-middle-income countries,,1999,,,,64267908,,,,,
