Entity,Code,Year,Indicator:Number of cases of yaws reported,Total (estimated) polio cases,Reported cases of guinea worm disease in humans,"Number of new cases of rabies, in both sexes aged all ages","Number of new cases of malaria, in both sexes aged all ages","Number of new cases of hiv/aids, in both sexes aged all ages","Number of new cases of tuberculosis, in both sexes aged all ages",Number of reported smallpox cases,Reported cholera cases
Madagascar,MDG,1982,,308,0,,,,,,
Madagascar,MDG,1983,,511,0,,,,,,
Madagascar,MDG,1984,,161,0,,,,,,
Madagascar,MDG,1985,,147,0,,,,,,
Madagascar,MDG,1986,,266,0,,,,,,
Madagascar,MDG,1987,,189,0,,,,,,
Madagascar,MDG,1988,,294,0,,,,,,
Madagascar,MDG,1989,,224,0,,,,,,
Madagascar,MDG,1990,,273,0,61.848404,2765660,51.81763,51316.027,,
Madagascar,MDG,1991,,91,0,62.21243,2845109.5,103.29873,51158.324,,
Madagascar,MDG,1992,,119,0,62.531788,2925934.2,195.81998,51087.027,,
Madagascar,MDG,1993,,133,0,62.831615,3008580,349.24045,51161.234,,
Madagascar,MDG,1994,,77,0,63.11832,3093538.8,580.709,51456.918,,
Madagascar,MDG,1995,,0,0,63.446095,3181497.2,894.1626,52061.805,,
Madagascar,MDG,1996,,1,0,63.70369,3263689.5,1297.6418,52946.28,,0
Madagascar,MDG,1997,,11,0,63.732944,3335066.2,1738.82,53978.7,,
Madagascar,MDG,1998,,7,0,63.5752,3402695.8,2142.425,55086.957,,
Madagascar,MDG,1999,,0,0,63.325966,3475264.8,2471.359,56196.203,,9973
Madagascar,MDG,2000,,0,0,63.011784,3561605.8,2692.369,57216.598,,29305
Madagascar,MDG,2001,,2,0,61.37482,3673797,2808.6711,57905.61,,7219
Madagascar,MDG,2002,,8,0,57.956455,3809452.8,2852.3647,58249.387,,27
Madagascar,MDG,2003,,0,0,54.02478,3954850.5,2866.1846,58509.566,,5
Madagascar,MDG,2004,,0,0,51.01652,4094887,2891.5806,58993.004,,
Madagascar,MDG,2005,,3,0,50.585022,4212355,2947.822,60043.297,,0
Madagascar,MDG,2006,,0,0,52.8586,4045531,3036.9424,61617.996,,0
Madagascar,MDG,2007,,0,0,56.350555,3487635,3155.7788,63380.312,,
Madagascar,MDG,2008,,0,0,60.385822,2770375.8,3308.5742,65250.27,,
Madagascar,MDG,2009,,0,0,64.182785,2150039.8,3483.9087,67136.53,,
Madagascar,MDG,2010,,0,0,66.87785,1908117.6,3661.487,68942.1,,
Madagascar,MDG,2011,,0,0,68.106834,1970592.5,3851.079,70152.81,,
Madagascar,MDG,2012,,0,0,68.2922,2055111.4,4058.9177,70552.68,,
Madagascar,MDG,2013,,0,0,67.73857,2148632.5,4272.3506,70523.086,,
Madagascar,MDG,2014,,1,0,66.809425,2236854.8,4492.288,70499.55,,
Madagascar,MDG,2015,,20,0,65.860916,2304222.8,4721.893,70980.08,,
Madagascar,MDG,2016,,0,0,64.05498,2294053.5,4962.674,71928.29,,
Madagascar,MDG,2017,,0,0,61.74787,2281702,5220.37,72988.11,,
Madagascar,MDG,2018,,0,0,59.769302,2425237.8,5486.281,73513.05,,
Madagascar,MDG,2019,,0,0,57.66672,2713646.8,5616.925,73230.72,,
Madagascar,MDG,2020,,4,0,,,,,,
Madagascar,MDG,2021,,,0,,,,,,
Madagascar,MDG,2022,,,0,,,,,,
Madagascar,MDG,1971,,,,,,,,,2
Malawi,MWI,1980,,490,0,,,,,,
Malawi,MWI,1981,,490,0,,,,,,261
Malawi,MWI,1982,,273,0,,,,,,
Malawi,MWI,1983,,77,0,,,,,,487
Malawi,MWI,1984,,175,0,,,,,,
Malawi,MWI,1985,,602,0,,,,,,
Malawi,MWI,1986,,511,0,,,,,,
Malawi,MWI,1987,,217,0,,,,,,
Malawi,MWI,1988,,77,0,,,,,,6
Malawi,MWI,1989,,28,0,,,,,,8351
Malawi,MWI,1990,,21,0,46.444244,4272156,109254.5,31128.344,,13457
Malawi,MWI,1991,,21,0,48.284412,4415371,121814.414,32132.535,,8088
Malawi,MWI,1992,,0,0,49.43189,4502203.5,128108.61,32740.166,,298
Malawi,MWI,1993,,0,0,48.92539,4436897.5,129565.24,32436.352,,25193
Malawi,MWI,1994,,0,0,47.677,4313171.5,126020.71,31780.244,,107
Malawi,MWI,1995,,0,0,47.633526,4324731,119891.945,31841.283,,1
Malawi,MWI,1996,,0,0,48.133972,4424880.5,114589.53,32317.309,,1
Malawi,MWI,1997,,2,0,48.10006,4513836.5,109939.375,32656.797,,130
Malawi,MWI,1998,,6,0,47.762135,4591629,105356.29,32895.496,,1745
Malawi,MWI,1999,,0,0,47.417446,4656492.5,101038.664,33077.33,,26508
Malawi,MWI,2000,,0,0,47.385693,4705919.5,96971.53,33257.59,,2391
Malawi,MWI,2001,,0,0,47.663563,4658646.5,93105.17,33244.293,,2395
Malawi,MWI,2002,,0,0,47.985714,4483130.5,89533.07,32903.3,,32618
Malawi,MWI,2003,,0,0,48.36032,4265092,86310.87,32420.445,,2736
Malawi,MWI,2004,,0,0,48.822342,4099170,83170.24,32030.346,,675
Malawi,MWI,2005,,0,0,49.372116,4084353.5,80048.49,31956.049,,1105
Malawi,MWI,2006,,0,0,49.891525,4260711,77113.945,32141.553,,4148
Malawi,MWI,2007,,0,0,50.33691,4557362,73868.85,32381.215,,475
Malawi,MWI,2008,,0,0,50.786743,4906018,70643.02,32667.367,,831
Malawi,MWI,2009,,0,0,51.292343,5227394,68352.44,32987.2,,5751
Malawi,MWI,2010,,0,0,51.909847,5435390.5,65043.24,33327.777,,1155
Malawi,MWI,2011,,0,0,52.46396,5318228,60251.703,33650.965,,120
Malawi,MWI,2012,,0,0,52.76931,4854006.5,55878.34,33976.324,,187
Malawi,MWI,2013,,0,0,52.90537,4250911.5,52374.523,34367.19,,
Malawi,MWI,2014,,0,0,52.962395,3735273.5,49037.15,34905.484,,
Malawi,MWI,2015,,0,0,53.04038,3550075.8,46183.062,35683.79,,693
Malawi,MWI,2016,,0,0,51.90345,3639622.2,42807.918,36805.316,,1792
Malawi,MWI,2017,,0,0,50.788277,3735335.8,38271.3,38050.535,,344
Malawi,MWI,2018,,0,0,50.884315,3804110,34195.793,38871.977,,812
Malawi,MWI,2019,,0,0,51.046555,3860132.8,32295.121,39169.625,,23
Malawi,MWI,2020,,0,0,,,,,,3
Malawi,MWI,2021,,,0,,,,,,2
Malawi,MWI,2022,,,0,,,,,,
Malawi,MWI,1973,,,,,,,,,371
Malawi,MWI,1976,,,,,,,,,19
Malawi,MWI,1977,,,,,,,,,577
Malawi,MWI,1978,,,,,,,,,263
Malaysia,MYS,1980,,35,0,,,,,,97
Malaysia,MYS,1981,,7,0,,,,,,469
Malaysia,MYS,1982,,35,0,,,,,,516
Malaysia,MYS,1983,,14,0,,,,,,2195
Malaysia,MYS,1984,,28,0,,,,,,67
Malaysia,MYS,1985,,28,0,,,,,,52
Malaysia,MYS,1986,,0,0,,,,,,55
Malaysia,MYS,1987,,0,0,,,,,,1168
Malaysia,MYS,1988,,0,0,,,,,,1324
Malaysia,MYS,1989,,0,0,,,,,,393
Malaysia,MYS,1990,,0,0,0.20307857,163069.95,2448.8354,15511.232,,2071
Malaysia,MYS,1991,,0,0,0.20661303,167968.72,4764.9395,17295.396,,506
Malaysia,MYS,1992,,21,0,0.2114207,172382.23,4168.258,18992.412,,474
Malaysia,MYS,1993,,0,0,0.21669537,176183.94,2770.2358,20555.055,,995
Malaysia,MYS,1994,,0,0,0.22169048,179281.34,2486.476,21898.85,,534
Malaysia,MYS,1995,,0,0,0.22791062,181606.33,2663.5344,22918.66,,2209
Malaysia,MYS,1996,,3,0,0.2365711,172999.78,2780.4565,23586.34,,1486
Malaysia,MYS,1997,,0,0,0.24791838,148075.42,2826.053,23975.574,,389
Malaysia,MYS,1998,,0,0,0.26066798,114777.625,3003.7957,24205.512,,1304
Malaysia,MYS,1999,,0,0,0.2721238,82360.445,3198.25,24395.49,,535
Malaysia,MYS,2000,,0,0,0.28094044,61389.055,3483.5566,24682.344,,124
Malaysia,MYS,2001,,0,0,0.28841949,50433.305,3713.6296,25040.207,,557
Malaysia,MYS,2002,,0,0,0.2944251,40676.367,3831.4028,25293.264,,
Malaysia,MYS,2003,,0,0,0.29846704,32427.23,3866.1208,25486.85,,
Malaysia,MYS,2004,,0,0,0.30142164,26004.467,3817.0496,25650.01,,16
Malaysia,MYS,2005,,0,0,0.3014864,21726.027,3716.1025,25824.697,,
Malaysia,MYS,2006,,0,0,0.2898605,18973.31,3635.8555,26012.598,,237
Malaysia,MYS,2007,,0,0,0.2647485,16810.312,3633.7568,26162.164,,0
Malaysia,MYS,2008,,0,0,0.23443691,15045.27,3499.4165,26274.098,,
Malaysia,MYS,2009,,0,0,0.2069204,13470.814,3493.7056,26349.488,,187
Malaysia,MYS,2010,,0,0,0.18950261,11865.083,3532.0115,26407.17,,443
Malaysia,MYS,2011,,0,0,0.18082005,9992.8,3458.977,26354.605,,586
Malaysia,MYS,2012,,0,0,0.1742858,7978.0483,3475.7415,26155.055,,282
Malaysia,MYS,2013,,0,0,0.16890907,6132.7764,3506.1873,25937.834,,171
Malaysia,MYS,2014,,0,0,0.16281952,4789.3555,3706.3467,25854.883,,134
Malaysia,MYS,2015,,0,0,0.1545638,4301.269,3746.379,26062.998,,244
Malaysia,MYS,2016,,0,0,0.13930058,6482.285,4236.1797,27065.484,,
Malaysia,MYS,2017,,0,0,0.12347988,8757.95,4727.365,28275.926,,2
Malaysia,MYS,2018,,0,0,0.11371848,8141.593,5078.043,29214.105,,165
Malaysia,MYS,2019,,6,0,0.10656382,5716.837,5155.3213,30237.547,,81
Malaysia,MYS,2020,,1,0,,,,,,
Malaysia,MYS,2021,,,0,,,,,,64
Malaysia,MYS,2022,,,0,,,,,,
Malaysia,MYS,1954,,,,,,,,,1
Malaysia,MYS,1963,,,,,,,,,349
Malaysia,MYS,1964,,,,,,,,,512
Malaysia,MYS,1965,,,,,,,,,16
Malaysia,MYS,1966,,,,,,,,,5
Malaysia,MYS,1968,,,,,,,,,15
Malaysia,MYS,1969,,,,,,,,,70
Malaysia,MYS,1970,,,,,,,,,106
Malaysia,MYS,1971,,,,,,,,,53
Malaysia,MYS,1972,,,,,,,,,864
Malaysia,MYS,1973,,,,,,,,,369
Malaysia,MYS,1974,,,,,,,,,349
Malaysia,MYS,1975,,,,,,,,,110
Malaysia,MYS,1976,,,,,,,,,246
Malaysia,MYS,1977,,,,,,,,,444
Malaysia,MYS,1978,,,,,,,,,1635
Malaysia,MYS,1979,,,,,,,,,502
Maldives,MDV,1980,,7,0,,,,,,
Maldives,MDV,1981,,0,0,,,,,,
Maldives,MDV,1982,,0,0,,,,,,
Maldives,MDV,1983,,0,0,,,,,,
Maldives,MDV,1984,,0,0,,,,,,
Maldives,MDV,1985,,0,0,,,,,,
Maldives,MDV,1986,,0,0,,,,,,
Maldives,MDV,1987,,0,0,,,,,,
Maldives,MDV,1988,,0,0,,,,,,
Maldives,MDV,1989,,0,0,,,,,,
Maldives,MDV,1990,,0,0,0.03160802,0,0.3055155,131.25075,,
Maldives,MDV,1991,,0,0,0.031254005,0,0.35072437,130.78328,,
Maldives,MDV,1992,,0,0,0.030855399,0,0.38986927,130.08893,,
Maldives,MDV,1993,,0,0,0.030457528,0,0.44896722,129.27155,,
Maldives,MDV,1994,,0,0,0.03008835,0,0.5013094,128.394,,
Maldives,MDV,1995,,0,0,0.029785477,0,0.58072925,127.420815,,
Maldives,MDV,1996,,0,0,0.029500755,0,0.6483869,126.04215,,
Maldives,MDV,1997,,0,0,0.029088248,0,0.7135366,124.04433,,
Maldives,MDV,1998,,0,0,0.028530285,0,0.7788316,121.833534,,
Maldives,MDV,1999,,0,0,0.027789345,0,0.8569135,119.74626,,
Maldives,MDV,2000,,0,0,0.026824385,0,0.9003539,118.078186,,
Maldives,MDV,2001,,0,0,0.025281016,0,0.9747618,116.75777,,
Maldives,MDV,2002,,0,0,0.02309717,0,1.0387837,115.461136,,
Maldives,MDV,2003,,0,0,0.020747544,0,1.0873414,114.30958,,
Maldives,MDV,2004,,0,0,0.018694166,0,1.115827,113.29375,,
Maldives,MDV,2005,,0,0,0.017391264,0,1.0580225,112.42132,,
Maldives,MDV,2006,,0,0,0.016761655,0,1.038481,111.76814,,
Maldives,MDV,2007,,0,0,0.016367575,0,0.9972325,111.37741,,
Maldives,MDV,2008,,0,0,0.016130129,0,0.949381,111.288246,,
Maldives,MDV,2009,,0,0,0.01596306,0,0.9877843,111.56081,,
Maldives,MDV,2010,,0,0,0.015762279,0,1.0261034,112.2587,,
Maldives,MDV,2011,,0,0,0.015147254,0,1.0659751,113.1613,,
Maldives,MDV,2012,,0,0,0.014041564,0,1.1021043,114.03579,,
Maldives,MDV,2013,,0,0,0.012817512,0,1.128965,114.97755,,
Maldives,MDV,2014,,0,0,0.011917913,0,1.1532061,116.13687,,
Maldives,MDV,2015,,0,0,0.011884198,0,1.186935,117.64374,,
Maldives,MDV,2016,,0,0,0.012757314,0,1.2136517,118.846855,,
Maldives,MDV,2017,,0,0,0.013810336,0,1.2511564,121.93976,,
Maldives,MDV,2018,,0,0,0.014778955,0,1.2781206,129.883,,
Maldives,MDV,2019,,0,0,0.015762053,0,1.2808284,142.69324,,
Maldives,MDV,2020,,0,0,,,,,,
Maldives,MDV,2021,,,0,,,,,,
Maldives,MDV,2022,,,0,,,,,,
Maldives,MDV,1978,,,,,,,,,11336
Mali,MLI,1980,,1638,816,,,,,,
Mali,MLI,1981,,1932,777,,,,,,
Mali,MLI,1982,,784,401,,,,,,
Mali,MLI,1983,,399,428,,,,,,
Mali,MLI,1984,,581,5008,,,,,,1795
Mali,MLI,1985,,1897,4072,,,,,,3759
Mali,MLI,1986,,2114,5640,,,,,,1916
Mali,MLI,1987,,1190,435,,,,,,352
Mali,MLI,1988,,847,564,,,,,,
Mali,MLI,1989,,1246,1111,,,,,,
Mali,MLI,1990,,441,884,128.00845,4343127,5549.476,18060.293,,
Mali,MLI,1991,,1015,16024,125.92965,4406038,7060.92,17939.672,,
Mali,MLI,1992,,441,0,123.79386,4465834,8594.664,17841.912,,
Mali,MLI,1993,,182,12011,121.93687,4539425.5,10008.057,17817.855,,
Mali,MLI,1994,,133,5581,121.03741,4650053.5,11171.487,17939.64,,
Mali,MLI,1995,,182,4218,120.72606,4784065.5,11998.488,18156.824,,2191
Mali,MLI,1996,,17,2402,120.06251,4913788,12447.275,18429.045,,5723
Mali,MLI,1997,,2,1099,118.79927,5036055,12544.3125,18762.492,,6
Mali,MLI,1998,,16,650,117.690895,5156393.5,12365.548,19136.9,,
Mali,MLI,1999,,24,410,117.35079,5279231,12008.364,19530.312,,6
Mali,MLI,2000,,0,290,118.68616,5409671.5,11571.391,19911.207,,1885
Mali,MLI,2001,,0,718,121.83633,5542068,11117.735,20169.29,,67
Mali,MLI,2002,,0,861,126.12856,5667455,10683.373,20280.904,,18
Mali,MLI,2003,,0,829,130.9823,5784924.5,10307.659,20347.412,,1455
Mali,MLI,2004,,21,357,135.8764,5893755,9982.485,20488.049,,2839
Mali,MLI,2005,,3,659,139.98965,5993426,9752.941,20838.562,,1178
Mali,MLI,2006,,0,329,141.99438,6030969,9538.646,21422.8,,7
Mali,MLI,2007,,0,313,141.77718,5987807,9314.489,22128.361,,
Mali,MLI,2008,,1,417,140.5258,5921217.5,9129.606,22891.795,,153
Mali,MLI,2009,,2,186,139.5452,5898667,8958.881,23642.572,,
Mali,MLI,2010,,4,57,140.19997,5983013,8841.64,24244.525,,
Mali,MLI,2011,,8,12,141.90944,6148528,8726.374,24543.035,,2220
Mali,MLI,2012,,0,4,143.75269,6343280.5,8711.928,24640.242,,219
Mali,MLI,2013,,0,11,146.18985,6565873.5,8664.196,24681.14,,23
Mali,MLI,2014,,0,40,149.3128,6790210,8371.0625,24767.76,,
Mali,MLI,2015,,0,5,153.4517,7003686,7989.7554,25068.125,,
Mali,MLI,2016,,0,0,162.86705,5403753,7638.876,25643.912,,
Mali,MLI,2017,,0,0,172.47423,3656808,7289,26195.715,,
Mali,MLI,2018,,0,0,173.22015,3722782.8,6907.907,26236.139,,
Mali,MLI,2019,,0,0,166.46283,3900739.2,6712.5034,25713.326,,
Mali,MLI,2020,,104,1,,,,,,
Mali,MLI,2021,,,2,,,,,,12
Mali,MLI,2022,,,0,,,,,,
Mali,MLI,1970,,,,,,,,,2665
Mali,MLI,1971,,,,,,,,,4792
Mali,MLI,1972,,,,,,,,,2
Mali,MLI,1973,,,,,,,,,219
Mali,MLI,1974,,,,,,,,,130
Malta,MLT,1980,,0,0,,,,,,
Malta,MLT,1981,,0,0,,,,,,
Malta,MLT,1982,,0,0,,,,,,
Malta,MLT,1983,,0,0,,,,,,
Malta,MLT,1984,,0,0,,,,,,
Malta,MLT,1985,,0,0,,,,,,
Malta,MLT,1986,,0,0,,,,,,
Malta,MLT,1987,,0,0,,,,,,
Malta,MLT,1988,,0,0,,,,,,
Malta,MLT,1989,,0,0,,,,,,
Malta,MLT,1990,,0,0,0.0017873279,0,6.488139,44.355076,,
Malta,MLT,1991,,0,0,0.0024629377,0,6.843693,43.099403,,
Malta,MLT,1992,,0,0,0.0030544153,0,7.225248,41.897217,,
Malta,MLT,1993,,0,0,0.0035336714,0,6.609984,40.798195,,
Malta,MLT,1994,,0,0,0.0038717873,0,6.854523,39.866947,,
Malta,MLT,1995,,0,0,0.004061764,0,7.0974655,39.147354,,
Malta,MLT,1996,,0,0,0.0040702196,0,7.2804976,38.487415,,
Malta,MLT,1997,,0,0,0.0039400887,0,7.8273163,37.764317,,
Malta,MLT,1998,,0,0,0.0037715174,0,8.613822,37.056953,,
Malta,MLT,1999,,0,0,0.0036545845,0,9.612489,36.462425,,
Malta,MLT,2000,,0,0,0.0036765197,0,10.096263,36.075104,,
Malta,MLT,2001,,0,0,0.0038846214,0,10.4088745,35.90728,,
Malta,MLT,2002,,0,0,0.0042227223,0,10.989693,35.854668,,
Malta,MLT,2003,,0,0,0.00462106,0,11.765215,35.861668,,
Malta,MLT,2004,,0,0,0.0050132326,0,13.352913,35.86545,,
Malta,MLT,2005,,0,0,0.0053025414,0,14.475363,35.78,,
Malta,MLT,2006,,0,0,0.005581325,0,15.328117,35.571007,,
Malta,MLT,2007,,0,0,0.00595388,0,17.116373,35.270912,,
Malta,MLT,2008,,0,0,0.0063293315,0,18.517105,34.997692,,
Malta,MLT,2009,,0,0,0.0066555324,0,19.097383,34.80421,,
Malta,MLT,2010,,0,0,0.006869367,0,19.452696,34.720547,,
Malta,MLT,2011,,0,0,0.006863982,0,20.378881,35.127975,,
Malta,MLT,2012,,0,0,0.006669741,0,21.509808,36.029224,,
Malta,MLT,2013,,0,0,0.0063970736,0,22.33993,37.02396,,
Malta,MLT,2014,,0,0,0.00623688,0,23.042938,37.641888,,
Malta,MLT,2015,,0,0,0.0062773908,0,23.358604,37.521164,,
Malta,MLT,2016,,0,0,0.0065505886,0,23.986345,36.20471,,
Malta,MLT,2017,,0,0,0.006795557,0,24.752287,35.00485,,
Malta,MLT,2018,,0,0,0.006846004,0,25.750195,34.819557,,
Malta,MLT,2019,,0,0,0.006820514,0,26.877584,35.09495,,
Malta,MLT,2020,,0,0,,,,,,
Malta,MLT,2021,,,0,,,,,,
Malta,MLT,2022,,,0,,,,,,
Marshall Islands,MHL,1980,,0,0,,,,,,
Marshall Islands,MHL,1981,,0,0,,,,,,
Marshall Islands,MHL,1982,,0,0,,,,,,
Marshall Islands,MHL,1983,,0,0,,,,,,
Marshall Islands,MHL,1984,,0,0,,,,,,
Marshall Islands,MHL,1985,,0,0,,,,,,
Marshall Islands,MHL,1986,,0,0,,,,,,
Marshall Islands,MHL,1987,,7,0,,,,,,
Marshall Islands,MHL,1988,,0,0,,,,,,
Marshall Islands,MHL,1989,,0,0,,,,,,
Marshall Islands,MHL,1990,,0,0,0.004388155,0,2.1576567,61.97585,,
Marshall Islands,MHL,1991,,0,0,0.0040975907,0,2.1263428,62.36323,,
Marshall Islands,MHL,1992,,0,0,0.0038262773,0,1.8680415,62.822464,,
Marshall Islands,MHL,1993,,0,0,0.0036008584,0,2.2017007,63.421658,,
Marshall Islands,MHL,1994,,0,0,0.0034510498,0,2.4967284,64.24658,,
Marshall Islands,MHL,1995,,0,0,0.0034064297,0,2.4948685,65.36508,,
Marshall Islands,MHL,1996,,0,0,0.003434467,0,2.2939413,66.66489,,
Marshall Islands,MHL,1997,,0,0,0.0034757156,0,2.1367702,67.999405,,
Marshall Islands,MHL,1998,,0,0,0.0035288222,0,2.1203964,69.28313,,
Marshall Islands,MHL,1999,,0,0,0.0035892085,0,2.185129,70.4199,,
Marshall Islands,MHL,2000,,0,0,0.0036628898,0,2.3276482,71.328026,,300
Marshall Islands,MHL,2001,,0,0,0.0038358234,0,2.5241485,71.919975,,
Marshall Islands,MHL,2002,,0,0,0.0041537383,0,2.7440352,72.182274,,
Marshall Islands,MHL,2003,,0,0,0.004518098,0,3.0273576,72.181526,,
Marshall Islands,MHL,2004,,0,0,0.004848034,0,3.3663344,71.98054,,
Marshall Islands,MHL,2005,,0,0,0.0049901865,0,3.8209305,71.68548,,
Marshall Islands,MHL,2006,,0,0,0.004933403,0,4.160061,71.23717,,
Marshall Islands,MHL,2007,,0,0,0.004756494,0,4.48219,70.548096,,
Marshall Islands,MHL,2008,,0,0,0.004540958,0,4.916952,69.708595,,
Marshall Islands,MHL,2010,,0,0,0.004260817,0,5.4545693,67.90017,,
Marshall Islands,MHL,2009,,,0,0.004343837,0,5.326601,68.794815,,
Marshall Islands,MHL,2011,,,0,0.004211966,0,5.884306,66.92935,,
Marshall Islands,MHL,2012,,,0,0.0041269828,0,6.720859,65.801605,,
Marshall Islands,MHL,2013,,,0,0.004031782,0,6.9614263,64.61986,,
Marshall Islands,MHL,2014,,,0,0.003949142,0,7.7667203,63.490314,,
Marshall Islands,MHL,2015,,,0,0.0039132857,0,8.410279,62.53395,,
Marshall Islands,MHL,2016,,,0,0.0039170664,0,9.55689,61.679195,,
Marshall Islands,MHL,2017,,,0,0.0039431206,0,9.6137085,60.964195,,
Marshall Islands,MHL,2018,,,0,0.003983808,0,9.657459,60.302856,,
Marshall Islands,MHL,2019,,,0,0.0040204264,0,9.730498,59.556786,,
Marshall Islands,MHL,2020,,,0,,,,,,
Marshall Islands,MHL,2021,,,0,,,,,,
Marshall Islands,MHL,2022,,,0,,,,,,
Mauritania,MRT,1980,,1113,0,,,,,,
Mauritania,MRT,1981,,63,0,,,,,,
Mauritania,MRT,1982,,126,0,,,,,,
Mauritania,MRT,1983,,385,0,,,,,,
Mauritania,MRT,1984,,546,0,,,,,,166
Mauritania,MRT,1985,,987,0,,,,,,259
Mauritania,MRT,1986,,707,0,,,,,,3734
Mauritania,MRT,1987,,483,0,,,,,,1578
Mauritania,MRT,1988,,119,0,,,,,,575
Mauritania,MRT,1989,,133,447,,,,,,700
Mauritania,MRT,1990,,49,8036,15.650771,44647.098,92.780205,2808.1335,,
Mauritania,MRT,1991,,364,0,15.136168,115785.48,66.82457,2787.1123,,
Mauritania,MRT,1992,,175,1557,14.647293,182318.25,51.159733,2767.626,,
Mauritania,MRT,1993,,112,5882,14.252038,239734.16,47.551174,2751.2449,,
Mauritania,MRT,1994,,98,5029,13.979585,283267.06,42.332314,2741.6697,,
Mauritania,MRT,1995,,35,1762,13.868993,307796,40.95045,2740.0962,,
Mauritania,MRT,1996,,0,562,13.938012,317457.56,41.292694,2750.8499,,4534
Mauritania,MRT,1997,,6,388,14.071061,321190.75,43.291004,2767.3906,,462
Mauritania,MRT,1998,,0,379,14.209815,320767.38,46.03448,2788.7249,,
Mauritania,MRT,1999,,8,255,14.352745,318199.25,49.458244,2811.6003,,
Mauritania,MRT,2000,,0,136,14.45543,315617.94,53.313263,2835.3838,,
Mauritania,MRT,2001,,1,94,14.3694105,298984.94,57.15107,2862.0474,,
Mauritania,MRT,2002,,0,42,14.086747,260912.38,60.931366,2892.9756,,80
Mauritania,MRT,2003,,0,13,13.707022,214403.02,64.03069,2929.3965,,34
Mauritania,MRT,2004,,0,3,13.270668,173752.39,65.497635,2967.0444,,
Mauritania,MRT,2005,,0,0,12.870284,154605.25,66.16103,3006.3145,,4132
Mauritania,MRT,2006,,0,0,12.466906,151965.5,67.583824,3049.0515,,25
Mauritania,MRT,2007,,0,0,11.964455,149936.73,67.611626,3094.1326,,3
Mauritania,MRT,2008,,0,0,11.427617,148925.11,70.280846,3137.41,,
Mauritania,MRT,2009,,14,0,10.934459,149386.67,73.19295,3169.583,,
Mauritania,MRT,2010,,6,0,10.569023,151813.56,76.40761,3186.361,,
Mauritania,MRT,2011,,0,0,10.31385,167281.16,71.09252,3176.1323,,46
Mauritania,MRT,2012,,0,0,10.092377,200815.6,67.7577,3133.7712,,
Mauritania,MRT,2013,,0,0,9.877022,243194.47,67.03699,3072.0522,,
Mauritania,MRT,2014,,0,0,9.644912,284357.62,65.65896,3004.543,,
Mauritania,MRT,2015,,0,0,9.369022,313435.62,65.96784,2946.555,,
Mauritania,MRT,2016,,0,0,8.961549,328857.2,63.386368,2897.521,,
Mauritania,MRT,2017,,0,0,8.548621,345058.38,64.253624,2854.298,,
Mauritania,MRT,2018,,0,0,8.224336,481448.28,64.4378,2803.0781,,
Mauritania,MRT,2019,,0,0,7.9131775,761876.75,66.25457,2733.8542,,
Mauritania,MRT,2020,,0,0,,,,,,
Mauritania,MRT,2021,,,0,,,,,,
Mauritania,MRT,2022,,,0,,,,,,
Mauritania,MRT,1971,,,,,,,,,1139
Mauritania,MRT,1972,,,,,,,,,148
Mauritania,MRT,1973,,,,,,,,,150
Mauritius,MUS,1980,,0,0,,,,,,
Mauritius,MUS,1981,,0,0,,,,,,
Mauritius,MUS,1982,,0,0,,,,,,
Mauritius,MUS,1983,,0,0,,,,,,
Mauritius,MUS,1984,,0,0,,,,,,
Mauritius,MUS,1985,,0,0,,,,,,
Mauritius,MUS,1986,,0,0,,,,,,
Mauritius,MUS,1987,,0,0,,,,,,
Mauritius,MUS,1988,,0,0,,,,,,
Mauritius,MUS,1989,,0,0,,,,,,
Mauritius,MUS,1990,,0,0,0.037919242,0,5.233771,177.33102,,
Mauritius,MUS,1991,,0,0,0.035072565,0,5.432523,169.55031,,
Mauritius,MUS,1992,,0,0,0.03226199,0,6.331411,162.6715,,
Mauritius,MUS,1993,,0,0,0.029678179,0,7.8988423,157.15736,,
Mauritius,MUS,1994,,0,0,0.027377838,0,11.731338,153.57686,,
Mauritius,MUS,1995,,0,0,0.025803855,0,18.070251,152.50911,,
Mauritius,MUS,1996,,0,0,0.024833137,0,26.8979,153.05898,,
Mauritius,MUS,1997,,0,0,0.02383722,0,40.773685,153.90924,,
Mauritius,MUS,1998,,0,0,0.022855528,0,56.398293,154.93454,,
Mauritius,MUS,1999,,0,0,0.021957958,0,74.44201,156.20757,,
Mauritius,MUS,2000,,0,0,0.021028265,0,90.418274,157.69298,,
Mauritius,MUS,2001,,0,0,0.019612836,0,112.27306,159.37225,,
Mauritius,MUS,2002,,0,0,0.017385446,0,126.649216,161.2774,,
Mauritius,MUS,2003,,0,0,0.014609651,0,128.48167,163.19646,,
Mauritius,MUS,2004,,0,0,0.011772328,0,139.44476,165.33354,,
Mauritius,MUS,2005,,0,0,0.00959978,0,144.15077,167.69298,,0
Mauritius,MUS,2006,,0,0,0.007972679,0,143.68135,170.6296,,0
Mauritius,MUS,2007,,0,0,0.0063800467,0,187.69936,174.03154,,
Mauritius,MUS,2008,,0,0,0.004959679,0,242.04807,177.48961,,
Mauritius,MUS,2009,,0,0,0.0038917798,0,269.41034,180.58379,,
Mauritius,MUS,2010,,0,0,0.0034885032,0,257.41727,182.98071,,
Mauritius,MUS,2011,,0,0,0.0035734074,0,395.41937,180.37428,,
